recording_givid	survey	type_observed	classif_key	type_cover
IV2022051310093946	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	50
IV2022051310132901	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022051310245008	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022051310304406	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022051310401715	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	60
IV2022051310440081	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2022051311180812	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	50
IV2022051311213579	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2022051311560973	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	40
IV2022051311590152	N2000meetnet_Duinen_BHM	2190	Habitatsleutel v5	100
IV2022052412054760	N2000_6510_droogte	6510	Habitatsleutel v5	85
IV2022052412082749	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052412304812	N2000_6510_droogte	rbbhc	Habitatsleutel v5	100
IV2022052413334534	N2000_6510_droogte	rbbhc	Habitatsleutel v5	100
IV2022052413502874	N2000_6510_droogte	6510	Habitatsleutel v5	80
IV2022052413535882	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052415353976	N2000_6510_droogte	6510	Habitatsleutel v5	85
IV2022052415392982	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052416113198	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052416122070	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052416242373	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052416261560	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052509192070	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052509215658	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052509532268	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022052509561667	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052510073226	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052510092318	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052510183026	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052510205382	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052511273430	N2000_6510_droogte	6510	Habitatsleutel v5	80
IV2022052511293970	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052511373401	N2000_6510_droogte	-9	Habitatsleutel v5	100
IV2022052513564678	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052514013360	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052514251855	N2000_6510_droogte	6510	Habitatsleutel v5	90
IV2022052514313615	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052514500367	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052514525352	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022052516423918	N2000_6510_droogte	6510	Habitatsleutel v5	70
IV2022052516445098	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022062019005618	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	65
IV2022062019010040	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	75
IV2022062019015477	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062019015574	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062413515410	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	65
IV2022062413515502	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	90
IV2022062413525437	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062413525561	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565483	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565556	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565650	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565681	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565791	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565854	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	55
IV2022062707565857	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707565951	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707570082	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	55
IV2022062707570088	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707575407	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707575807	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707580164	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707580424	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707580636	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707580996	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707581215	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707581563	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022062707581726	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022062811530121	N2000_6510_droogte	6510_hu	Habitatsleutel v5	60
IV2022062811562012	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022062812094917	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062812122000	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022062814314265	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062814340518	N2000_6510_droogte	6510	Habitatsleutel v5	100
IV2022062815105803	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815124587	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815251419	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815274151	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815370433	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815393838	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062815583898	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062816010014	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062816082175	N2000_6510_droogte	6510_hu	Habitatsleutel v5	55
IV2022062816130198	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062816222575	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062816265762	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062910331639	N2000_6510_droogte	6510_hu	Habitatsleutel v5	50
IV2022062910371757	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022062911205787	N2000_6510_droogte	6510_hu	Habitatsleutel v5	90
IV2022062911224749	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022063010475085	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022063010502269	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022063011035412	N2000_6510_droogte	6510_hu	Habitatsleutel v5	85
IV2022063011063009	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022063011195731	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022063011234386	N2000_6510_droogte	6510_hu	Habitatsleutel v5	100
IV2022090915315486	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2022090915315574	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022090915315680	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	50
IV2022090915315691	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	NA
IV2022090915315710	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	65
IV2022090915315841	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	80
IV2022090915325445	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022090915325501	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022090915325688	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022090915335427	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022090915335554	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2022090915335608	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022090915345460	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2022090915345550	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022090915345689	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2022090915345718	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022090915345821	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022090915345985	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022091211043330	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022091211043460	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022091211043505	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	80
IV2022091211043669	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	75
IV2022091211043673	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	60
IV2022091211043718	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211043763	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022091211043853	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	30
IV2022091211043977	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	60
IV2022091211043984	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211053372	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211053423	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022091211053671	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022091211053798	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211053882	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022091211054034	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211054136	N2000meetnet_Moeras_BHM	7140_meso	Habitatsleutel v5	100
IV2022091211054211	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211054406	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211054528	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211054641	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022091211093240	N2000meetnet_Grasland_BHM	6410_mo	Habitatsleutel v5	100
IV2022091211103221	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022092214172685	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	50
IV2022092214294369	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	50
IV2022092214380635	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	60
IV2022092214433481	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	70
IV2022092214481900	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	90
IV2022092214541032	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	70
IV2022092215014232	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	50
IV2022092215103643	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	70
IV2022092215204159	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	80
IV2022092215375594	N2000meetnet_Bos_91E0_sf	91E0_sf	Habitatsleutel v2018	80
IV2022092720513272	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092720523231	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	40
IV2022092720523337	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720523477	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720533217	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720533326	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092720533498	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	50
IV2022092720533498	N2000meetnet_Moeras_BHM	7230	Habitatsleutel v5	50
IV2022092720533546	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	80
IV2022092720533554	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092720533621	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720533744	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720553273	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720553302	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	90
IV2022092720553467	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092720553570	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092720553636	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720553789	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	50
IV2022092720553789	N2000meetnet_Moeras_BHM	7230	Habitatsleutel v5	50
IV2022092720553887	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092720573255	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	70
IV2022092720573340	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092720573400	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092720573468	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	90
IV2022092720573527	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720573616	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092720593285	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	25
IV2022092720593303	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	50
IV2022092720593419	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	50
IV2022092720593429	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	90
IV2022092720593559	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	50
IV2022092720593593	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	40
IV2022092720593611	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092720593778	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092720593885	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092720593940	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721013291	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	50
IV2022092721013396	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	70
IV2022092721013421	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	70
IV2022092721013515	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022092721013692	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721013740	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721013805	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022092721013931	N2000meetnet_Moeras_BHM	7140_oli	Habitatsleutel v5	100
IV2022092721014029	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721014112	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022092721033248	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721033366	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022092721033498	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	80
IV2022092721033513	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721033629	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	70
IV2022092721033636	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721033725	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022092721033813	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022092721033980	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721034164	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721053236	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721053334	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	60
IV2022092721053463	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721053521	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721053652	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721053763	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721053845	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721053921	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721054044	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	50
IV2022092721054068	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	60
IV2022092721054155	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	60
IV2022092721054248	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721054382	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721054491	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	70
IV2022092721054512	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721054626	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721054768	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721054872	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721054876	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721054994	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022092721073344	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073360	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073439	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073450	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073587	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073635	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073659	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073759	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721073816	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721073974	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074006	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721074131	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074228	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074393	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074444	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074543	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074597	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074657	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074784	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721074803	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721093221	N2000meetnet_Grasland_BHM	1310_pol	Habitatsleutel v5	50
IV2022092721093221	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	40
IV2022092721093300	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	80
IV2022092721093320	N2000meetnet_Grasland_BHM	1310_pol	Habitatsleutel v5	20
IV2022092721093320	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	70
IV2022092721093409	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	80
IV2022092721093501	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	60
IV2022092721093527	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	20
IV2022092721093527	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	40
IV2022092721093614	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	30
IV2022092721093673	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	80
IV2022092721093702	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	80
IV2022092721093754	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	70
IV2022092721093838	N2000meetnet_Grasland_BHM	1310_pol	Habitatsleutel v5	30
IV2022092721093838	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	30
IV2022092721093873	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	70
IV2022092721093900	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721093977	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	80
IV2022092721094098	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721094103	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721094272	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721094321	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721094472	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721103353	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721103426	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721103497	N2000meetnet_Grasland_BHM	1310_pol	Habitatsleutel v5	100
IV2022092721103517	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721103679	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721103784	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721103894	N2000meetnet_Grasland_BHM	6230_hn	Habitatsleutel v5	100
IV2022092721103921	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721104008	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092721104127	N2000meetnet_Grasland_BHM	6230_hmo	Habitatsleutel v5	100
IV2022092721104282	N2000meetnet_Grasland_BHM	1330_hpr	Habitatsleutel v5	100
IV2022092721104370	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092721104462	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022092815443368	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	80
IV2022092815443395	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815443417	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	97
IV2022092815443549	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	99
IV2022092815443602	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	70
IV2022092815443741	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815453237	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815453464	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815453533	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815453624	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022092815453749	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093016593283	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022093016593381	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093016593450	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	70
IV2022093016593511	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	60
IV2022093016593645	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093017003238	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093017003466	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093017003588	N2000meetnet_Duinen_BHM	2160	Habitatsleutel v5	100
IV2022093017003798	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022093017003811	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022100611443213	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022100611443304	N2000meetnet_Heide_BHM_2022	4010	Habitatsleutel v5	100
IV2022100611443491	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	40
IV2022100611443579	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022100611443608	N2000meetnet_Heide_BHM_2022	4010	Habitatsleutel v5	100
IV2022100611453248	N2000meetnet_Heide_BHM_2022	4010	Habitatsleutel v5	100
IV2022100611453568	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022100611453657	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022100611453796	N2000meetnet_Heide_BHM_2022	4010	Habitatsleutel v5	100
IV2022100611453946	N2000meetnet_Grasland_BHM	6230_ha	Habitatsleutel v5	100
IV2022101501181245	N2000meetnet_Duinen_BHM	2180	Habitatsleutel v5	100
IV2022111920542504	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920542734	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
IV2022111920542858	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920542976	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
IV2022111920543091	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	100
IV2022111920543108	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920543134	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
IV2022111920543357	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
IV2022111920543467	N2000meetnet_Heide_BHM_2022	2330_bu	Habitatsleutel v5	50
IV2022111920543522	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
IV2022111920543578	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920543645	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920552525	N2000meetnet_Heide_BHM_2022	2310	Habitatsleutel v5	100
IV2022111920552627	N2000meetnet_Heide_BHM_2022	4030	Habitatsleutel v5	100
