survey	recording_givid	layer_code	layer_description	layer_cover
N2000meetnet_Duinen_BHM	IV2022092721053921	B	Boomlaag	70
N2000meetnet_Duinen_BHM	IV2022092721053921	S	Struiklaag	20
N2000meetnet_Duinen_BHM	IV2022092721054044	B	Boomlaag	60
N2000meetnet_Duinen_BHM	IV2022092721054044	S	Struiklaag	90
N2000meetnet_Duinen_BHM	IV2022092721054068	B	Boomlaag	20
N2000meetnet_Duinen_BHM	IV2022092721054155	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092721054248	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2022092721054248	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2022092721054382	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721054382	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2022092721054491	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721054491	S	Struiklaag	50
N2000meetnet_Grasland_BHM	IV2022092721054512	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721054512	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2022092721054512	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2022092721054512	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2022092721054512	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721054512	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2022092721054626	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721054626	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2022092721054626	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721054626	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721054626	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2022092721054626	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721054768	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092721054768	K	Kruidlaag	50
N2000meetnet_Duinen_BHM	IV2022092721054768	MO	Moslaag	70
N2000meetnet_Duinen_BHM	IV2022092721054768	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2022092721054768	S	Struiklaag	60
N2000meetnet_Duinen_BHM	IV2022092721054768	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2022092721054872	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721054872	K	Kruidlaag	100
N2000meetnet_Duinen_BHM	IV2022092721054872	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721054872	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721054872	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2022092721054872	STR	Strooisel	70
N2000meetnet_Grasland_BHM	IV2022092721054876	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721054876	K	Kruidlaag	99
N2000meetnet_Grasland_BHM	IV2022092721054876	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2022092721054876	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721054876	S	Struiklaag	5
N2000meetnet_Grasland_BHM	IV2022092721054876	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721054994	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721054994	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2022092721054994	MO	Moslaag	80
N2000meetnet_Grasland_BHM	IV2022092721054994	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721054994	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721054994	STR	Strooisel	0
N2000meetnet_Duinen_BHM	IV2022092721073439	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2022092721073439	S	Struiklaag	80
N2000meetnet_Duinen_BHM	IV2022092721073635	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721073635	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2022092721073635	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721073635	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721073635	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2022092721073635	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721073659	B	Boomlaag	95
N2000meetnet_Duinen_BHM	IV2022092721073659	S	Struiklaag	60
N2000meetnet_Duinen_BHM	IV2022092721073759	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721073759	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022092721073759	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721073759	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721073759	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2022092721073759	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721073816	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092721073816	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2022092721073816	MO	Moslaag	80
N2000meetnet_Duinen_BHM	IV2022092721073816	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721073816	S	Struiklaag	90
N2000meetnet_Duinen_BHM	IV2022092721073816	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022092721073974	B	Boomlaag	70
N2000meetnet_Duinen_BHM	IV2022092721073974	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2022092721073974	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721073974	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721073974	S	Struiklaag	2
N2000meetnet_Duinen_BHM	IV2022092721073974	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074006	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092721074006	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2022092721074006	MO	Moslaag	60
N2000meetnet_Duinen_BHM	IV2022092721074006	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074006	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2022092721074006	STR	Strooisel	90
N2000meetnet_Duinen_BHM	IV2022092721074131	B	Boomlaag	70
N2000meetnet_Duinen_BHM	IV2022092721074131	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2022092721074131	MO	Moslaag	3
N2000meetnet_Duinen_BHM	IV2022092721074131	NB	Naakte Bodem	20
N2000meetnet_Duinen_BHM	IV2022092721074131	S	Struiklaag	90
N2000meetnet_Duinen_BHM	IV2022092721074131	STR	Strooisel	80
N2000meetnet_Duinen_BHM	IV2022092721074228	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721074228	K	Kruidlaag	10
N2000meetnet_Duinen_BHM	IV2022092721074228	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074228	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074228	S	Struiklaag	80
N2000meetnet_Duinen_BHM	IV2022092721074228	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074393	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2022092721074393	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2022092721074393	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074393	NB	Naakte Bodem	30
N2000meetnet_Duinen_BHM	IV2022092721074393	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2022092721074393	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2022092721074444	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721074444	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022092721074444	MO	Moslaag	1
N2000meetnet_Duinen_BHM	IV2022092721074444	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074444	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2022092721074444	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022092721074543	B	Boomlaag	80
N2000meetnet_Duinen_BHM	IV2022092721074543	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2022092721074543	MO	Moslaag	100
N2000meetnet_Duinen_BHM	IV2022092721074543	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074543	S	Struiklaag	20
N2000meetnet_Duinen_BHM	IV2022092721074543	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074597	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2022092721074597	K	Kruidlaag	70
N2000meetnet_Duinen_BHM	IV2022092721074597	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074597	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074597	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2022092721074597	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074657	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721074657	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2022092721074657	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074657	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074657	S	Struiklaag	60
N2000meetnet_Duinen_BHM	IV2022092721074657	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074784	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721074784	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2022092721074784	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074784	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074784	S	Struiklaag	10
N2000meetnet_Duinen_BHM	IV2022092721074784	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721074803	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092721074803	K	Kruidlaag	10
N2000meetnet_Duinen_BHM	IV2022092721074803	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721074803	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721074803	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2022092721074803	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721093900	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721093900	K	Kruidlaag	20
N2000meetnet_Duinen_BHM	IV2022092721093900	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721093900	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721093900	S	Struiklaag	50
N2000meetnet_Duinen_BHM	IV2022092721093900	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721094098	B	Boomlaag	80
N2000meetnet_Duinen_BHM	IV2022092721094098	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022092721094098	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721094098	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721094098	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2022092721094098	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721094103	B	Boomlaag	90
N2000meetnet_Duinen_BHM	IV2022092721094103	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022092721094103	MO	Moslaag	30
N2000meetnet_Duinen_BHM	IV2022092721094103	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721094103	S	Struiklaag	3
N2000meetnet_Duinen_BHM	IV2022092721094103	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721094272	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721094272	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022092721094272	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721094272	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721094272	S	Struiklaag	80
N2000meetnet_Duinen_BHM	IV2022092721094272	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721094321	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721094321	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2022092721094321	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721094321	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721094321	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2022092721094321	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721094472	B	Boomlaag	70
N2000meetnet_Duinen_BHM	IV2022092721094472	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2022092721094472	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721094472	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721094472	S	Struiklaag	50
N2000meetnet_Duinen_BHM	IV2022092721094472	STR	Strooisel	100
N2000meetnet_Grasland_BHM	IV2022092721103353	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103353	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2022092721103353	MO	Moslaag	30
N2000meetnet_Grasland_BHM	IV2022092721103353	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721103353	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103353	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721103426	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103426	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2022092721103426	MO	Moslaag	60
N2000meetnet_Grasland_BHM	IV2022092721103426	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721103426	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103426	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721103497	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103497	K	Kruidlaag	80
N2000meetnet_Grasland_BHM	IV2022092721103497	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2022092721103497	NB	Naakte Bodem	20
N2000meetnet_Grasland_BHM	IV2022092721103497	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103497	STR	Strooisel	5
N2000meetnet_Grasland_BHM	IV2022092721103517	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103517	K	Kruidlaag	97
N2000meetnet_Grasland_BHM	IV2022092721103517	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2022092721103517	NB	Naakte Bodem	3
N2000meetnet_Grasland_BHM	IV2022092721103517	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103517	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721103679	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103679	K	Kruidlaag	98
N2000meetnet_Grasland_BHM	IV2022092721103679	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2022092721103679	NB	Naakte Bodem	2
N2000meetnet_Grasland_BHM	IV2022092721103679	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103679	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721103784	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103784	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2022092721103784	MO	Moslaag	10
N2000meetnet_Grasland_BHM	IV2022092721103784	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721103784	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103784	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721103894	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103894	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2022092721103894	MO	Moslaag	20
N2000meetnet_Grasland_BHM	IV2022092721103894	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721103894	S	Struiklaag	5
N2000meetnet_Grasland_BHM	IV2022092721103894	STR	Strooisel	10
N2000meetnet_Grasland_BHM	IV2022092721103921	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721103921	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2022092721103921	MO	Moslaag	1
N2000meetnet_Grasland_BHM	IV2022092721103921	NB	Naakte Bodem	5
N2000meetnet_Grasland_BHM	IV2022092721103921	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721103921	STR	Strooisel	10
N2000meetnet_Duinen_BHM	IV2022092721104008	B	Boomlaag	10
N2000meetnet_Duinen_BHM	IV2022092721104008	K	Kruidlaag	10
N2000meetnet_Duinen_BHM	IV2022092721104008	MO	Moslaag	5
N2000meetnet_Duinen_BHM	IV2022092721104008	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721104008	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2022092721104008	STR	Strooisel	70
N2000meetnet_Grasland_BHM	IV2022092721104127	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721104127	K	Kruidlaag	95
N2000meetnet_Grasland_BHM	IV2022092721104127	MO	Moslaag	50
N2000meetnet_Grasland_BHM	IV2022092721104127	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721104127	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721104127	STR	Strooisel	0
N2000meetnet_Grasland_BHM	IV2022092721104282	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022092721104282	K	Kruidlaag	100
N2000meetnet_Grasland_BHM	IV2022092721104282	MO	Moslaag	0
N2000meetnet_Grasland_BHM	IV2022092721104282	NB	Naakte Bodem	0
N2000meetnet_Grasland_BHM	IV2022092721104282	S	Struiklaag	0
N2000meetnet_Grasland_BHM	IV2022092721104282	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2022092721104370	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721104370	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2022092721104370	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721104370	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721104370	S	Struiklaag	2
N2000meetnet_Duinen_BHM	IV2022092721104370	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092721104462	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022092721104462	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2022092721104462	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092721104462	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092721104462	S	Struiklaag	60
N2000meetnet_Duinen_BHM	IV2022092721104462	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022092815453237	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092815453237	K	Kruidlaag	90
N2000meetnet_Duinen_BHM	IV2022092815453237	MO	Moslaag	1
N2000meetnet_Duinen_BHM	IV2022092815453237	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092815453237	S	Struiklaag	70
N2000meetnet_Duinen_BHM	IV2022092815453237	STR	Strooisel	90
N2000meetnet_Duinen_BHM	IV2022092815453464	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092815453464	K	Kruidlaag	60
N2000meetnet_Duinen_BHM	IV2022092815453464	MO	Moslaag	80
N2000meetnet_Duinen_BHM	IV2022092815453464	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092815453464	S	Struiklaag	90
N2000meetnet_Duinen_BHM	IV2022092815453464	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022092815453533	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092815453533	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2022092815453533	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092815453533	NB	Naakte Bodem	1
N2000meetnet_Duinen_BHM	IV2022092815453533	S	Struiklaag	80
N2000meetnet_Duinen_BHM	IV2022092815453533	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022092815453624	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092815453624	K	Kruidlaag	5
N2000meetnet_Duinen_BHM	IV2022092815453624	MO	Moslaag	20
N2000meetnet_Duinen_BHM	IV2022092815453624	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092815453624	S	Struiklaag	100
N2000meetnet_Duinen_BHM	IV2022092815453624	STR	Strooisel	30
N2000meetnet_Duinen_BHM	IV2022092815453749	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022092815453749	K	Kruidlaag	100
N2000meetnet_Duinen_BHM	IV2022092815453749	MO	Moslaag	0
N2000meetnet_Duinen_BHM	IV2022092815453749	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022092815453749	S	Struiklaag	2
N2000meetnet_Duinen_BHM	IV2022092815453749	STR	Strooisel	100
N2000meetnet_Duinen_BHM	IV2022093017003238	B	Boomlaag	30
N2000meetnet_Duinen_BHM	IV2022093017003238	K	Kruidlaag	95
N2000meetnet_Duinen_BHM	IV2022093017003238	MO	Moslaag	50
N2000meetnet_Duinen_BHM	IV2022093017003238	NB	Naakte Bodem	2
N2000meetnet_Duinen_BHM	IV2022093017003238	S	Struiklaag	0
N2000meetnet_Duinen_BHM	IV2022093017003238	STR	Strooisel	50
N2000meetnet_Duinen_BHM	IV2022093017003466	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022093017003466	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2022093017003466	MO	Moslaag	98
N2000meetnet_Duinen_BHM	IV2022093017003466	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022093017003466	S	Struiklaag	90
N2000meetnet_Duinen_BHM	IV2022093017003466	STR	Strooisel	2
N2000meetnet_Duinen_BHM	IV2022093017003588	B	Boomlaag	0
N2000meetnet_Duinen_BHM	IV2022093017003588	K	Kruidlaag	80
N2000meetnet_Duinen_BHM	IV2022093017003588	MO	Moslaag	80
N2000meetnet_Duinen_BHM	IV2022093017003588	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022093017003588	S	Struiklaag	50
N2000meetnet_Duinen_BHM	IV2022093017003588	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022093017003798	B	Boomlaag	80
N2000meetnet_Duinen_BHM	IV2022093017003798	K	Kruidlaag	40
N2000meetnet_Duinen_BHM	IV2022093017003798	MO	Moslaag	2
N2000meetnet_Duinen_BHM	IV2022093017003798	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022093017003798	S	Struiklaag	60
N2000meetnet_Duinen_BHM	IV2022093017003798	STR	Strooisel	5
N2000meetnet_Duinen_BHM	IV2022093017003811	B	Boomlaag	100
N2000meetnet_Duinen_BHM	IV2022093017003811	K	Kruidlaag	50
N2000meetnet_Duinen_BHM	IV2022093017003811	MO	Moslaag	1
N2000meetnet_Duinen_BHM	IV2022093017003811	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022093017003811	S	Struiklaag	30
N2000meetnet_Duinen_BHM	IV2022093017003811	STR	Strooisel	30
N2000meetnet_Heide_BHM_2022	IV2022100611453248	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453248	K	Kruidlaag	99
N2000meetnet_Heide_BHM_2022	IV2022100611453248	KML	Korstmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453248	ML	Overige moslaag	10
N2000meetnet_Heide_BHM_2022	IV2022100611453248	NB	Naakte bodem	0
N2000meetnet_Heide_BHM_2022	IV2022100611453248	S	Struiklaag	1
N2000meetnet_Heide_BHM_2022	IV2022100611453248	STR	Strooisel	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022100611453248	VML	Veenmoslaag	1
N2000meetnet_Heide_BHM_2022	IV2022100611453568	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453568	K	Kruidlaag	30
N2000meetnet_Heide_BHM_2022	IV2022100611453568	KML	Korstmoslaag	1
N2000meetnet_Heide_BHM_2022	IV2022100611453568	ML	Overige moslaag	35
N2000meetnet_Heide_BHM_2022	IV2022100611453568	NB	Naakte bodem	30
N2000meetnet_Heide_BHM_2022	IV2022100611453568	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453568	STR	Strooisel	0
N2000meetnet_Heide_BHM_2022	IV2022100611453657	B	Boomlaag	2
N2000meetnet_Heide_BHM_2022	IV2022100611453657	K	Kruidlaag	90
N2000meetnet_Heide_BHM_2022	IV2022100611453657	KML	Korstmoslaag	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022100611453657	ML	Overige moslaag	30
N2000meetnet_Heide_BHM_2022	IV2022100611453657	NB	Naakte bodem	1
N2000meetnet_Heide_BHM_2022	IV2022100611453657	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453657	STR	Strooisel	30
N2000meetnet_Heide_BHM_2022	IV2022100611453657	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453796	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453796	K	Kruidlaag	98
N2000meetnet_Heide_BHM_2022	IV2022100611453796	KML	Korstmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453796	ML	Overige moslaag	40
N2000meetnet_Heide_BHM_2022	IV2022100611453796	NB	Naakte bodem	0
N2000meetnet_Heide_BHM_2022	IV2022100611453796	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022100611453796	STR	Strooisel	0-x-1
N2000meetnet_Heide_BHM_2022	IV2022100611453796	VML	Veenmoslaag	0
N2000meetnet_Grasland_BHM	IV2022100611453946	B	Boomlaag	0
N2000meetnet_Grasland_BHM	IV2022100611453946	K	Kruidlaag	40
N2000meetnet_Grasland_BHM	IV2022100611453946	MO	Moslaag	5
N2000meetnet_Grasland_BHM	IV2022100611453946	NB	Naakte Bodem	4
N2000meetnet_Grasland_BHM	IV2022100611453946	S	Struiklaag	50
N2000meetnet_Grasland_BHM	IV2022100611453946	STR	Strooisel	1
N2000meetnet_Duinen_BHM	IV2022101501181245	B	Boomlaag	40
N2000meetnet_Duinen_BHM	IV2022101501181245	K	Kruidlaag	30
N2000meetnet_Duinen_BHM	IV2022101501181245	MO	Moslaag	1
N2000meetnet_Duinen_BHM	IV2022101501181245	NB	Naakte Bodem	0
N2000meetnet_Duinen_BHM	IV2022101501181245	S	Struiklaag	70
N2000meetnet_Duinen_BHM	IV2022101501181245	STR	Strooisel	5
Schelde-estuarium	IV2022102710335138	TOT	Bedekking Totaal	0
N2000meetnet_Heide_BHM_2022	IV2022111920552525	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552525	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552525	K	Kruidlaag	70
N2000meetnet_Heide_BHM_2022	IV2022111920552525	KML	Korstmoslaag	15
N2000meetnet_Heide_BHM_2022	IV2022111920552525	ML	Overige moslaag	35
N2000meetnet_Heide_BHM_2022	IV2022111920552525	NB	Naakte bodem	1
N2000meetnet_Heide_BHM_2022	IV2022111920552525	S	Struiklaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552525	STR	Strooisel	5
N2000meetnet_Heide_BHM_2022	IV2022111920552525	VML	Veenmoslaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552627	AL	Algenlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552627	B	Boomlaag	0
N2000meetnet_Heide_BHM_2022	IV2022111920552627	K	Kruidlaag	80
N2000meetnet_Heide_BHM_2022	IV2022111920552627	KML	Korstmoslaag	10
