ID	record_id	Criterium	Indicator	Voorwaarde	Waarde	Type	Invoertype	Eenheid	plot_type
ZSCPQ306_2013-10-07	IV2013101412215753	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ306_2013-10-07	IV2013101412215753	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ306_2013-10-07	IV2013101412215753	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ306_2013-10-07	IV2013101412215753	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2013-10-07	IV2013101412215753	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2013-10-07	IV2013101412215753	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ306_2016-10-17	IV2018111621133381	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2016-10-17	IV2018111621133381	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ306_2017-10-09	IV2018111613015132	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2017-10-09	IV2018111613015132	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ306_2018-10-08	IV2018111410575670	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2018-10-08	IV2018111410575670	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ306_2019-10-16	IV2019101609424019	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2019-10-16	IV2019101609424019	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ306_2021-10-22	IV2021102118151481	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ306_2021-10-22	IV2021102118151481	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2013-10-07	IV2013101412250708	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2016-10-17	IV2018111621142994	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2017-10-09	IV2018111613044508	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2018-10-08	IV2018111411015962	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2019-10-16	IV2019101609483604	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ307_2021-10-22	IV2021102118154919	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2013-10-07	IV2013101412450936	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ314_2016-10-17	IV2018111620593201	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2016-10-17	IV2018111620593201	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ314_2017-10-09	IV2018111612471081	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2017-10-09	IV2018111612471081	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	0	Ja/nee	NA	NA	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	21	Percentage	NA	%	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Verstoring	rietontwikkeling	bedekking riet	21	Percentage	NA	%	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ314_2018-10-08	IV2018111410464587	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2018-10-08	IV2018111410464587	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ314_2019-10-16	IV2019101609194817	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2019-10-16	IV2019101609194817	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Vegetatie	sleutelsoorten	aantal sleutelsoorten hoog schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Vegetatie	sleutelsoorten	aantal sleutelsoorten laag schor	0	Geheel getal	NA	NA	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Verstoring	verzoeting	bedekking glycofyten brakwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Verstoring	verzoeting	bedekking glycofyten zoutwaterschor	0	Percentage	NA	%	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Vegetatie	bedekking sleutelsoorten	bedekking sleutelsoorten	0	Percentage	NA	%	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Verstoring	verruiging	bedekking verruiging	0	Percentage	NA	%	NA
ZSCPQ314_2021-10-22	IV2021102118092966	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2021-10-22	IV2021102118092966	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Structuur	kreken, oeverwallen en kommen	aanwezigheid kreken, oeverwallen en kommen	1	Ja/nee	NA	NA	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Structuur	schorklifvorming/breuksteenbestorting	aanwezigheid schorklif/breuksteenbestorting	14	Percentage	NA	%	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Verstoring	rietontwikkeling	bedekking riet	16	Percentage	NA	%	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Structuur	schorklifvorming/breuksteenbestorting	habitattype lager dan het klif	0	Ja/nee	NA	NA	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Structuur	verticale gradiënt	intertidale ruimte aanwezig	0	Ja/nee	NA	NA	schor
ZSCPQ314_2024-10-11	IV2024101115481644	Structuur	horizontale structuur	zowel lage als hoge schorvegetaties aanwezig	1	Ja/nee	NA	NA	schor
ZSCPQ328_2021-08-11	IV2021120810015003	Structuur	aandeel dood hout	aandeel dood hout	4	Percentage	NA	%	circle
ZSCPQ328_2021-08-11	IV2021120810015003	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	1	Decimaal getal	NA	NA	circle
ZSCPQ328_2021-08-11	IV2021120810015003	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA	circle
ZSCPQ328_2021-08-11	IV2021120810015003	Vegetatie	sleutelsoorten van de boom- en struiklaag	grondvlak sleutelsoorten boom- en struiklaag	100	Percentage	NA	%	circle
ZSCPQ328_2021-08-11	IV2021120810015003	Structuur	minimum structuurareaal	MSA	0.8065	Decimaal getal	NA	ha	circle
ZSCPQ329_2021-08-16	IV2021121009351259	Structuur	aandeel dood hout	aandeel dood hout	4	Percentage	NA	%	circle
ZSCPQ329_2021-08-16	IV2021121009351259	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	1	Decimaal getal	NA	NA	circle
ZSCPQ329_2021-08-16	IV2021121009351259	Structuur	bosconstantie	bosconstantie	24	Geheel getal	NA	NA	circle
ZSCPQ329_2021-08-16	IV2021121009351259	Vegetatie	sleutelsoorten van de boom- en struiklaag	grondvlak sleutelsoorten boom- en struiklaag	90	Percentage	NA	%	circle
ZSCPQ329_2021-08-16	IV2021121009351259	Structuur	minimum structuurareaal	MSA	7.1516	Decimaal getal	NA	ha	circle
ZSCPQ330_2021-08-12	IV2021120909551147	Structuur	aandeel dood hout	aandeel dood hout	4	Percentage	NA	%	circle
ZSCPQ330_2021-08-12	IV2021120909551147	Structuur	hoeveelheid dik dood hout	aantal exemplaren dik dood hout per ha	9	Decimaal getal	NA	NA	circle
ZSCPQ330_2021-08-12	IV2021120909551147	Structuur	bosconstantie	bosconstantie	31	Geheel getal	NA	NA	circle
