record_id	Vegetatielaag	Kenmerk	TypeKenmerk	Waarde	Type	Eenheid	Invoertype	ID
IV2024051713202647	NA	groeiklasse 6	studiegroep	0.5	Percentage	%	NA	ZSCPQ370_2023-08-18
IV2024042615355001	kruidlaag	Angelica archangelica L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Angelica sylvestris L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Bidens frondosa L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	4	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Cardamine pratensis L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Epilobium parviflorum Schreb.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Eupatorium cannabinum L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	7	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	90	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Lycopus europaeus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Mentha aquatica L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Poa trivialis L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Rumex obtusifolius subsp. transiens (Simonk.) Rech. f.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Symphytum officinale L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Taraxacum	Soort_Latijn	1	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	kruidlaag	Urtica dioica L.	Soort_Latijn	62	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	struiklaag	Salix viminalis L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	2	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	struiklaag	Salix x sericans Tausch ex. A. Kerner	Soort_Latijn	57	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	NA	groeiklasse 1	studiegroep	15	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	NA	groeiklasse 4	studiegroep	37.5	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042615355001	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ371_2023-08-17
IV2024042614393033	boomlaag	Salix alba L.	Soort_Latijn	30	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	boomlaag	Salix x rubens Schrank	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Angelica archangelica L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Anthriscus sylvestris (L.) Hoffmann	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Apium nodiflorum (L.) Lag.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	7	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Cardamine amara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Eupatorium cannabinum L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Galium aparine L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	22	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Iris pseudacorus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	98	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Lycopus europaeus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Mentha aquatica L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	20	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Poa trivialis L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	kruidlaag	Urtica dioica L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	17	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	NA	groeiklasse 1	studiegroep	15	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	NA	groeiklasse 2	studiegroep	1	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	NA	groeiklasse 4	studiegroep	15	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042614393033	NA	groeiklasse 6	studiegroep	15	Percentage	%	NA	ZSCPQ372_2023-08-17
IV2024042613154169	kruidlaag	Caltha palustris	Soort_Latijn	1	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Cardamine amara L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Galium aparine L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Humulus lupulus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	12	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	85	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Rubus	Soort_Latijn	1	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	kruidlaag	Urtica dioica L.	Soort_Latijn	62	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	struiklaag	Humulus lupulus L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	struiklaag	Salix viminalis L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	17	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	NA	groeiklasse 2	studiegroep	1	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	NA	groeiklasse 4	studiegroep	62.5	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2024042613154169	NA	groeiklasse 5	studiegroep	0.5	Percentage	%	NA	ZSCPQ373_2023-08-17
IV2023082314042047	kruidlaag	Anthriscus sylvestris (L.) Hoffmann	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Humulus lupulus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	4	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	80	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	kruidlaag	Urtica dioica L.	Soort_Latijn	47	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	moslaag	Brachythecium rutabulum (Hedw.) Schimp.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	moslaag	Pellia	Soort_Latijn	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	struiklaag	Humulus lupulus L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	67	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	struiklaag	Salix viminalis L.	Soort_Latijn	20	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	NA	groeiklasse 4	studiegroep	87.5	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2023082314042047	NA	groeiklasse 5	studiegroep	1	Percentage	%	NA	ZSCPQ374_2023-08-17
IV2024042614002207	kruidlaag	Apium nodiflorum (L.) Lag.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	4	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Cardamine amara L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Cardamine pratensis L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Cirsium arvense (L.) Scop.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Eupatorium cannabinum L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Galium palustre L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	12	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	85	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Lycopus europaeus L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Mentha aquatica L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Myosotis	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Phragmites australis (Cav.) Steud.	Soort_Latijn	20	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Poa trivialis L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Rorippa amphibia (L.) Besser	Soort_Latijn	2	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Scutellaria galericulata L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Solanum dulcamara L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	kruidlaag	Urtica dioica L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	47	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	struiklaag	Solanum dulcamara L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	NA	groeiklasse 2	studiegroep	1	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	NA	groeiklasse 4	studiegroep	87.5	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042614002207	NA	groeiklasse 5	studiegroep	0.5	Percentage	%	NA	ZSCPQ375_2023-08-17
IV2024042616023224	boomlaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	boomlaag	Salix alba L.	Soort_Latijn	60	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Arctium lappa L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	52	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	10	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Poa trivialis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Quercus robur L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	kruidlaag	Urtica dioica L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	moslaag	Brachythecium	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	moslaag	Fissidens	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	moslaag	Kindbergia	Soort_Latijn	2	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	moslaag	Plagiomnium	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	struiklaag	Salix cinerea L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	struiklaag	Sambucus nigra L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	NA	groeiklasse 4	studiegroep	15	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	NA	groeiklasse 6	studiegroep	15	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024042616023224	NA	groeiklasse 7	studiegroep	0.5	Percentage	%	NA	ZSCPQ376_2023-08-18
IV2024051712260295	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	kruidlaag	Cardamine pratensis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	kruidlaag	Galium aparine L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	62	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	70	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	kruidlaag	Urtica dioica L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	moslaag	Brachythecium	Soort_Latijn	1	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	struiklaag	Salix alba L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	22	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	NA	groeiklasse 4	studiegroep	62.5	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712260295	NA	groeiklasse 5	studiegroep	37.5	Percentage	%	NA	ZSCPQ377_2023-08-18
IV2024051712433805	boomlaag	Salix x sepulcralis Simonk.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Anthriscus sylvestris (L.) Hoffmann	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Bidens frondosa L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Cardamine	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Crataegus monogyna Jacq.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	50	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Kruidlaag (voorjaar)	Soort_Latijn	15	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Polygonum hydropiper L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Ranunculus repens L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Rorippa amphibia (L.) Besser	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Rumex obtusifolius L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Taraxacum	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Urtica dioica L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	kruidlaag	Veronica anagallis-aquatica subsp. anagallis-aquatica	Soort_Latijn	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	struiklaag	Calystegia sepium (L.) R. Brown	Soort_Latijn	2	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	37	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	struiklaag	Salix x mollissima Hoffm. ex Elwert	Soort_Latijn	27	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	NA	groeiklasse 2	studiegroep	1	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	NA	groeiklasse 4	studiegroep	37.5	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	NA	groeiklasse 5	studiegroep	15	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024051712433805	NA	groeiklasse 6	studiegroep	15	Percentage	%	NA	ZSCPQ378_2023-08-18
IV2024090317350336	boomlaag	Salix alba L.	Soort_Latijn	22	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Acer pseudoplatanus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Agrostis stolonifera L.	Soort_Latijn	42	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Arctium	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Carex cuprina (Sándor ex Heuffel) Nendtvich ex A. Kerner	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Carex remota Jusl. ex L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Dactylis glomerata L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Festuca gigantea (L.) Vill.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Filipendula ulmaria (L.) Maxim.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Fraxinus excelsior L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Geum urbanum L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Glechoma hederacea L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Holcus lanatus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Impatiens glandulifera Royle	Soort_Latijn	30	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Iris pseudacorus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Lysimachia vulgaris L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Lythrum salicaria L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Phalaris arundinacea L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Poa trivialis L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Rubus	Soort_Latijn	4	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Rumex sanguineus L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Scutellaria galericulata L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Stachys sylvatica L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	kruidlaag	Urtica dioica L.	Soort_Latijn	7	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Acer pseudoplatanus L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Alnus glutinosa (L.) Gaertn.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix alba L.	Soort_Latijn	4	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix cinerea L.	Soort_Latijn	12	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix dasyclados Wimm.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix fragilis L.	Soort_Latijn	1	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix triandra L.	Soort_Latijn	2	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix viminalis L.	Soort_Latijn	10	Percentage	%	NA	ZSCPQ379_2024-08-26
IV2024090317350336	struiklaag	Salix x sericans Tausch ex. A. Kerner	Soort_Latijn	17	Percentage	%	NA	ZSCPQ379_2024-08-26
