ID	survey	record_id_square	record_id_circle	date	type_observed	subtype_defined	type_cover	type_cover_all	is_type_target	is_maintype_target	any_type_target	n_type_target	cover_target	Habitattype
4122918_2018-05-18	anb	4122918_2018-05-18	4122918_2018-05-18	17669	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
412726_2019-05-23	N2000meetnet_Grasland_BHM	IV2020022714374375	IV2020022714231094	18039	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
412726_2023-10-09	N2000meetnet_Grasland_BHM	IV2023100917114784	IV2023100917083603	19639	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
414646_2015-08-18	N2000meetnet_Grasland	IV2017022014150360	IV2017022013575286	16665	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
414646_2022-08-26	N2000meetnet_Grasland_BHM	IV2022091211053423	IV2022090915325445	19230	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
4178198_2019-07-09	N2000meetnet_Grasland_BHM	IV2020031917483592	IV2020031917423145	18086	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
41814_2014-06-11	anb	41814_2014-06-11	41814_2014-06-11	16232	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
41814_2020-05-13	N2000_6510_droogte	IV2022062816130198	IV2022062816082175	18395	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
418422_2022-08-26	N2000meetnet_Moeras_BHM	IV2022090915345460	IV2022090915335554	19230	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
419538_2016-09-23	N2000meetnet_Moerassen	IV2017021515052872	IV2017021514542213	17067	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
419538_2023-10-12	N2000meetnet_Moeras_BHM	IV2023112210414844	IV2023112210385438	19642	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
423762_2016-08-17	N2000meetnet_Grasland	IV2017010613221989	IV2017010611111454	17030	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
4256642_2018-06-28	anb	4256642_2018-06-28	4256642_2018-06-28	17710	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
4330770_2020-05-27	anb	4330770_2020-05-27	4330770_2020-05-27	18409	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
4346754_2019-06-18	anb	4346754_2019-06-18	4346754_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hu
4346754_2019-06-18	anb	4346754_2019-06-18	4346754_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hua
4346754_2019-06-18	anb	4346754_2019-06-18	4346754_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_huk
4346754_2019-06-18	anb	4346754_2019-06-18	4346754_2019-06-18	18065	6510	0	NA	NA	0	1	0	0	NA	6510_hus
4351326_2018-05-22	anb	4351326_2018-05-22	4351326_2018-05-22	17673	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
4370774_2019-07-05	N2000meetnet_Moeras_BHM	IV2020021916032116	IV2020021915563894	18082	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
437685_2015-08-06	N2000meetnet_Grasland	IV2017011214394174	IV2017011212535658	16653	1330_hpr	1	50	50% 1310_pol; 50% 1330_hpr	1	1	1	1	50	1330_hpr
437685_2022-09-21	N2000meetnet_Grasland_BHM	IV2022092720593940	IV2022092720573468	19256	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
4390190_2016-06-10	N2000meetnet_Grasland	IV2017012715472176	IV2017012715235876	16962	6410_ve	1	100	100% 6410_ve	1	1	1	1	100	6410_ve
4416118_2020-10-09	N2000meetnet_Moeras_BHM	IV2021010510241823	IV2021010510103440	18544	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
4417666_2018-06-27	anb	4417666_2018-06-27	4417666_2018-06-27	17709	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
4434_2022-06-08	anb	4434_2022-06-08	4434_2022-06-08	19151	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
4441846_7140_oli_2020-10-08	N2000meetnet_Moeras_BHM	IV2021011410290050	IV2021011410265740	18543	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
4465750_2019-07-09	N2000meetnet_Grasland_BHM	IV2020031920153021	IV2020031920061657	18086	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
4495918_7140_oli_2020-10-12	N2000meetnet_Moeras_BHM	IV2021011512435934	IV2021011512262706	18547	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
450229_2022-07-31	N2000meetnet_Grasland_BHM	IV2022092721103353	IV2022092721093409	19204	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
4502402_2018-06-28	anb	4502402_2018-06-28	4502402_2018-06-28	17710	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
4512754_2020-09-24	N2000meetnet_Moeras_BHM	IV2021010712552549	IV2021010712040658	18529	7140_oli	1	0	0% 7140_oli; 60% rbbmr; 40% rbbsm	1	1	1	1	0	7140_oli
452066_2014-06-11	anb	452066_2014-06-11	452066_2014-06-11	16232	6510	0	NA	NA	0	1	0	0	NA	6510_hu
452066_2014-06-11	anb	452066_2014-06-11	452066_2014-06-11	16232	6510	0	NA	NA	0	1	0	0	NA	6510_hua
452066_2014-06-11	anb	452066_2014-06-11	452066_2014-06-11	16232	6510	0	NA	NA	0	1	0	0	NA	6510_huk
452066_2014-06-11	anb	452066_2014-06-11	452066_2014-06-11	16232	6510	0	NA	NA	0	1	0	0	NA	6510_hus
452066_2022-06-10	anb	452066_2022-06-10	452066_2022-06-10	19153	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
455349_2015-08-03	N2000meetnet_Grasland	IV2017010612064228	IV2017010610523940	16650	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
455349_2022-09-20	N2000meetnet_Grasland_BHM	IV2022092720593885	IV2022092720573400	19255	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
4576306_2018-06-12	N2000meetnet_Grasland_BHM	IV2019020812125743	IV2019020811552696	17694	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4598982_2015-06-19	N2000meetnet_Grasland	IV2017021312171588	IV2017021311505729	16605	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4598982_2022-06-24	N2000meetnet_Grasland_BHM	IV2022062413525437	IV2022062413515502	19167	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4599942_2017-06-29	N2000meetnet_Grasland_BHM	IV2017120111463956	IV2017120111214650	17346	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4613842_2020-09-29	N2000meetnet_Moeras_BHM	IV2021010717572036	IV2021010717355079	18534	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
4633474_2018-06-28	anb	4633474_2018-06-28	4633474_2018-06-28	17710	6510_huk	1	NA	NA	1	1	1	1	NA	6510_huk
470546_2021-07-08	N2000meetnet_Grasland_BHM	IV2022032515053478	IV2022032514214801	18816	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
471990_2017-08-17	N2000meetnet_Moeras_BHM	IV2018031109022283	IV2018031108343898	17395	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
472065_2015-08-24	N2000meetnet_Grasland	IV2017010613424129	IV2017010613314127	16671	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
472065_2023-10-12	N2000meetnet_Grasland_BHM	IV2023112418264827	IV2023112418244874	19642	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
47446_2014-06-13	anb	47446_2014-06-13	47446_2014-06-13	16234	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
4765682_2020-09-24	N2000meetnet_Moeras_BHM	IV2021010616075752	IV2021010614593635	18529	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
480306_2018-06-13	N2000meetnet_Grasland_BHM	IV2019020910570357	IV2019020910455730	17695	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
482290_2016-09-13	N2000meetnet_Moerassen	IV2017021513104974	IV2017021513022196	17057	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
4851218_2015-06-23	N2000meetnet_Grasland	IV2017021317143301	IV2017021316470293	16609	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
4851218_2022-06-21	N2000meetnet_Grasland_BHM	IV2022062707581215	IV2022062707565483	19164	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4868374_2018-06-08	anb	4868374_2018-06-08	4868374_2018-06-08	17690	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
487606_2016-08-19	N2000meetnet_Grasland	IV2017020211373000	IV2017020211023566	17032	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
4912054_2020-09-10	N2000meetnet_Moeras_BHM	IV2021010611424688	IV2021010611250219	18515	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
4975814_2015-06-19	N2000meetnet_Grasland	IV2017021311152342	IV2017021310384624	16605	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
4975814_2022-07-05	N2000meetnet_Grasland_BHM	IV2022091211054211	IV2022091211043673	19178	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
498886_2016-08-25	N2000meetnet_Grasland	IV2017021414091295	IV2017021413520341	17038	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
498886_2023-07-05	N2000meetnet_Grasland_BHM	IV2023070521095964	IV2023070521090101	19543	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
500782_2015-05-27	N2000meetnet_Grasland	IV2017010910241756	IV2017010910225147	16582	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
500782_2022-07-29	N2000meetnet_Grasland_BHM	IV2022092721103426	IV2022092721093527	19202	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
501046_2014-05-27	anb	501046_2014-05-27	501046_2014-05-27	16217	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
509686_2022-08-24	N2000meetnet_Moeras_BHM	IV2022092721013931	IV2022092720593593	19228	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
5186006_2024-06-24	N2000meetnet_Grasland_BHM	IV2024062806513063	IV2024062806502343	19898	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
518902_2016-09-21	N2000meetnet_Moerassen	IV2017020814462786	IV2017020814143501	17065	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
522710_2021-08-17	N2000meetnet_Grasland_BHM	IV2022031713202316	IV2022031712335259	18856	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
5253462_2017-07-25	N2000meetnet_Grasland_BHM	IV2018030510512619	IV2018030509282854	17372	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
528582_2014-06-11	anb	528582_2014-06-11	528582_2014-06-11	16232	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
528582_2020-05-21	N2000_6510_droogte	IV2022062815393838	IV2022062815370433	18403	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
528582_2022-06-03	anb	528582_2022-06-03	528582_2022-06-03	19146	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
529473_2024-06-27	N2000meetnet_Grasland_BHM	IV2024062806512617	IV2024062806492234	19901	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
530734_2016-06-27	N2000meetnet_Grasland	IV2017010512181008	IV2017010511460749	16979	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
5313810_2020-05-19	anb	5313810_2020-05-19	5313810_2020-05-19	18401	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
540341_2015-08-14	N2000meetnet_Grasland	IV2017010618211064	IV2017010618124978	16661	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
540341_2022-07-31	N2000meetnet_Grasland_BHM	IV2022092721103517	IV2022092721093221	19204	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
540658_2016-07-29	N2000meetnet_Grasland	IV2017011816230130	IV2017011814163232	17011	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
5408201_2018-06-07	N2000meetnet_Grasland_BHM	IV2019012515495181	IV2019012515324710	17689	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
544902_2015-06-25	N2000meetnet_Grasland	IV2017021012413096	IV2017021012213856	16611	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
544902_2022-09-21	N2000meetnet_Grasland_BHM	IV2022100611453946	IV2022100611443491	19256	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
545745_2022-08-22	N2000meetnet_Grasland_BHM	IV2022092721054876	IV2022092721033498	19226	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
5474582_2019-05-15	anb	5474582_2019-05-15	5474582_2019-05-15	18031	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
555830_2021-07-19	N2000meetnet_Moeras_BHM	IV2022030910341806	IV2022030909573927	18827	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
556006_2014-05-23	anb	556006_2014-05-23	556006_2014-05-23	16213	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
556006_2020-05-15	N2000_6510_droogte	IV2022062816010014	IV2022062815583898	18397	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
5624882_2017-07-10	N2000meetnet_Grasland_BHM	IV2018030711265492	IV2018030711143521	17357	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
5630310_2017-07-19	N2000meetnet_Grasland_BHM	IV2018030613174547	IV2018030610544440	17366	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
576033_2016-06-24	anb	576033_2016-06-24	576033_2016-06-24	16976	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
576302_2016-09-13	N2000meetnet_Grasland	IV2017012017312649	IV2017012017101191	17057	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
5783154_2016-07-12	N2000meetnet_Grasland	IV2017022013121858	IV2017022012400428	16994	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
583378_2016-08-18	N2000meetnet_Grasland	IV2017011919322195	IV2017011916524752	17031	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
58433_2016-09-05	N2000meetnet_Grasland	IV2017012713022515	IV2017012712420281	17049	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
58433_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112418265361	IV2023112418255160	19543	6230_hn	1	80	80% 6230_hn	1	1	1	1	80	6230_hn
589110_2014-06-12	anb	589110_2014-06-12	589110_2014-06-12	16233	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
589110_2020-05-27	N2000_6510_droogte	IV2022062816265762	IV2022062816222575	18409	6510_hu	1	100	100% 6510_hu	1	1	1	1	100	6510_hu
589698_2014-06-04	anb	589698_2014-06-04	589698_2014-06-04	16225	6510	0	NA	NA	0	1	0	0	NA	6510_hu
589698_2014-06-04	anb	589698_2014-06-04	589698_2014-06-04	16225	6510	0	NA	NA	0	1	0	0	NA	6510_hua
589698_2014-06-04	anb	589698_2014-06-04	589698_2014-06-04	16225	6510	0	NA	NA	0	1	0	0	NA	6510_huk
589698_2014-06-04	anb	589698_2014-06-04	589698_2014-06-04	16225	6510	0	NA	NA	0	1	0	0	NA	6510_hus
589698_2017-07-06	N2000meetnet_Grasland_BHM	IV2018082008574310	IV2018030712002428	17353	6230_hnk	1	100	100% 6230_hnk	1	1	1	1	100	6230_hnk
589698_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112211594906	IV2023112211585213	19543	6230_hnk	1	100	100% 6230_hnk	1	1	1	1	100	6230_hnk
59090_2016-08-18	N2000meetnet_Grasland	IV2017012522232265	IV2017012522043706	17031	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
59090_2023-07-05	N2000meetnet_Grasland_BHM	IV2023112211595537	IV2023112211585390	19543	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
605493_2014-06-06	anb	605493_2014-06-06	605493_2014-06-06	16227	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
605493_2022-06-03	anb	605493_2022-06-03	605493_2022-06-03	19146	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
606390_2016-08-19	N2000meetnet_Grasland	IV2017020212290721	IV2017020211533870	17032	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
608550_2016-06-23	anb	608550_2016-06-23	608550_2016-06-23	16975	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
6102322_2017-06-08	N2000meetnet_Grasland_BHM	IV2018082408442571	IV2018082407540429	17325	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
6152326_2015-05-28	N2000meetnet_Grasland	IV2017021017402906	IV2017021017175886	16583	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
6152326_2022-07-04	N2000meetnet_Grasland_BHM	IV2022091211053372	IV2022091211043505	19177	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
6165778_2020-05-19	anb	6165778_2020-05-19	6165778_2020-05-19	18401	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
6194105_2017-06-20	N2000meetnet_Grasland_BHM	IV2017113011505228	IV2017113010285455	17337	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
619506_2016-08-25	N2000meetnet_Grasland	IV2017013016040477	IV2017013015545827	17038	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6201542_2019-05-23	anb	6201542_2019-05-23	6201542_2019-05-23	18039	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
6213542_2018-06-25	N2000meetnet_Grasland_BHM	IV2019021914494248	IV2019021914301511	17707	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
627922_2016-09-09	N2000meetnet_Grasland	IV2017013012265239	IV2017013011553027	17053	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
627922_2023-07-24	N2000meetnet_Grasland_BHM	IV2023112210415159	IV2023112210404821	19562	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
63270_2014-06-06	anb	63270_2014-06-06	63270_2014-06-06	16227	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
63270_2020-05-13	N2000_6510_droogte	IV2022052516445098	IV2022052516423918	18395	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
63270_2020-05-13	N2000_6510_droogte	IV2022052516445098	IV2022052516423918	18395	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
63270_2020-05-13	N2000_6510_droogte	IV2022052516445098	IV2022052516423918	18395	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
63270_2020-05-13	N2000_6510_droogte	IV2022052516445098	IV2022052516423918	18395	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
636561_2016-06-09	anb	636561_2016-06-09	636561_2016-06-09	16961	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
636561_2022-05-31	anb	636561_2022-05-31	636561_2022-05-31	19143	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
638582_2021-07-08	N2000meetnet_Grasland_BHM	IV2022032513592073	IV2022032513201054	18816	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
641238_2016-09-06	N2000meetnet_Grasland	IV2017012013585970	IV2017012013475483	17050	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
641238_2024-06-25	N2000meetnet_Grasland_BHM	IV2024062806513284	IV2024062806502239	19899	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6427922_2019-06-04	anb	6427922_2019-06-04	6427922_2019-06-04	18051	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
643970_2014-06-10	anb	643970_2014-06-10	643970_2014-06-10	16231	6510	0	NA	NA	0	1	0	0	NA	6510_hu
643970_2014-06-10	anb	643970_2014-06-10	643970_2014-06-10	16231	6510	0	NA	NA	0	1	0	0	NA	6510_hua
643970_2014-06-10	anb	643970_2014-06-10	643970_2014-06-10	16231	6510	0	NA	NA	0	1	0	0	NA	6510_huk
643970_2014-06-10	anb	643970_2014-06-10	643970_2014-06-10	16231	6510	0	NA	NA	0	1	0	0	NA	6510_hus
643970_2022-06-03	anb	643970_2022-06-03	643970_2022-06-03	19146	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
6448478_2018-05-24	anb	6448478_2018-05-24	6448478_2018-05-24	17675	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
64777_2022-08-18	N2000meetnet_Grasland_BHM	IV2022092721054994	IV2022092721033366	19222	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
648914_2016-08-18	N2000meetnet_Grasland	IV2017012613530004	IV2017012613411763	17031	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6509618_2018-06-14	N2000meetnet_Grasland_BHM	IV2019021912454923	IV2019021912262072	17696	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
6523158_2019-05-16	anb	6523158_2019-05-16	6523158_2019-05-16	18032	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
65281_2021-07-06	N2000meetnet_Grasland_BHM	IV2022032314024866	IV2022032313595677	18814	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
6528306_2018-06-12	N2000meetnet_Grasland_BHM	IV2019021811453524	IV2019021809433664	17694	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
6529158_2018-06-26	N2000meetnet_Grasland_BHM	IV2019022612014191	IV2019022610090643	17708	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
654598_2016-08-25	N2000meetnet_Grasland	IV2017021414350820	IV2017021414213854	17038	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
654598_2023-07-05	N2000meetnet_Grasland_BHM	IV2023070521100068	IV2023070521085977	19543	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6549737_2018-06-18	N2000meetnet_Grasland_BHM	IV2019010219091816	IV2019010218580676	17700	6410	0	100	100% 6410	0	1	0	0	0	6410_mo
65526_2022-08-24	N2000meetnet_Grasland_BHM	IV2022092721013805	IV2022092720593285	19228	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6572681_2018-06-07	N2000meetnet_Grasland_BHM	IV2019012511170725	IV2019012509053642	17689	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
659794_2014-05-20	anb	659794_2014-05-20	659794_2014-05-20	16210	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
6630337_2018-06-07	N2000meetnet_Grasland_BHM	IV2019010309225163	IV2019010309035047	17689	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
6645958_2019-07-08	N2000meetnet_Grasland_BHM	IV2020032020085241	IV2020032020060844	18085	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
66486_2021-07-06	N2000meetnet_Grasland_BHM	IV2022032516063754	IV2022032515502975	18814	6230_ha	1	100	100% 6230_ha	1	1	1	1	100	6230_ha
6690066_2019-06-05	anb	6690066_2019-06-05	6690066_2019-06-05	18052	6510_hua	1	NA	NA	1	1	1	1	NA	6510_hua
670646_2023-08-18	N2000meetnet_Moeras_BHM	IV2023112210395047	IV2023112210385202	19587	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
676914_2014-05-28	anb	676914_2014-05-28	676914_2014-05-28	16218	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
676914_2020-05-15	N2000_6510_droogte	IV2022052514013360	IV2022052513564678	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hu
676914_2020-05-15	N2000_6510_droogte	IV2022052514013360	IV2022052513564678	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hua
676914_2020-05-15	N2000_6510_droogte	IV2022052514013360	IV2022052513564678	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_huk
676914_2020-05-15	N2000_6510_droogte	IV2022052514013360	IV2022052513564678	18397	6510	0	100	100% 6510	0	1	0	0	0	6510_hus
6770678_2018-06-06	N2000meetnet_Grasland_BHM	IV2019010218475304	IV2019010218340961	17688	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
677174_2014-06-12	anb	677174_2014-06-12	677174_2014-06-12	16233	6510_hu	1	NA	NA	1	1	1	1	NA	6510_hu
678638_2022-08-23	N2000meetnet_Grasland_BHM	IV2022092721034164	IV2022092721013396	19227	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
6792238_2018-06-06	N2000meetnet_Grasland_BHM	IV2019010216405649	IV2019010216252659	17688	6230_hn	1	100	100% 6230_hn	1	1	1	1	100	6230_hn
6923026_2019-07-03	N2000meetnet_Grasland_BHM	IV2020031814183054	IV2020031814463025	18080	6410_ve	1	100	100% 6410_ve	1	1	1	1	100	6410_ve
6948370_2017-07-03	N2000meetnet_Grasland_BHM	IV2018030714233862	IV2018030714024007	17350	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
695297_2015-08-19	N2000meetnet_Grasland	IV2017011216070022	IV2017011215545335	16666	1330_hpr	1	100	100% 1330_hpr	1	1	1	1	100	1330_hpr
696182_2016-09-20	N2000meetnet_Moerassen	IV2017012613110316	IV2017012612213288	17064	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
698433_2022-07-27	N2000meetnet_Grasland_BHM	IV2022092721104127	IV2022092721093702	19200	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
6986542_2018-06-13	N2000meetnet_Grasland_BHM	IV2018122009392308	IV2018122009151922	17695	6230_hmo	1	100	100% 6230_hmo	1	1	1	1	100	6230_hmo
702674_2015-09-18	N2000meetnet_Moerassen	IV2017021712361732	IV2017021712211026	16696	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
702674_2022-08-26	N2000meetnet_Moeras_BHM	IV2022090915345689	IV2022090915315486	19230	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
7033906_2019-06-19	N2000meetnet_Grasland_BHM	IV2020031015500072	IV2020031114321268	18066	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
7062294_2019-05-15	anb	7062294_2019-05-15	7062294_2019-05-15	18031	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
7072966_2017-05-29	N2000meetnet_Grasland	IV2017120118520910	IV2017120118342938	17315	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
709330_2023-08-18	N2000meetnet_Moeras_BHM	IV2023112210415053	IV2023112210385108	19587	7140_meso	1	100	100% 7140_meso	1	1	1	1	100	7140_meso
7148818_2018-06-12	anb	7148818_2018-06-12	7148818_2018-06-12	17694	6510_hus	1	NA	NA	1	1	1	1	NA	6510_hus
717750_2017-07-31	N2000meetnet_Moeras_BHM	IV2018031113285776	IV2018031113221134	17378	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
717750_2023-10-12	N2000meetnet_Moeras_BHM	IV2023112210415449	IV2023112210385115	19642	7140_oli	1	100	100% 7140_oli	1	1	1	1	100	7140_oli
7203174_2017-07-19	N2000meetnet_Grasland_BHM	IV2018030614122464	IV2018030614095561	17366	6410_mo	1	100	100% 6410_mo	1	1	1	1	100	6410_mo
