"";"ID";"Criterium";"Indicator";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid"
"2661";"IV2017120807160378";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2662";"IV2017120807201262";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2663";"IV2017120807491938";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2664";"IV2017120807593495";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2665";"IV2017120808142110";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2666";"IV2017120808302127";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2667";"IV2017120808375733";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2668";"IV2017120813404463";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2669";"IV2017120813404463";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2670";"IV2017120813445226";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2671";"IV2017120813445226";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2672";"IV2017120813484970";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2673";"IV2017120814135316";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2674";"IV2017121311203577";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2675";"IV2017121311300313";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2676";"IV2017121311393451";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2677";"IV2017121311445717";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2678";"IV2017121311494712";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2679";"IV2017121312021093";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2680";"IV2017121415063194";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2681";"IV2017121415181838";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2682";"IV2018020909033210";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2683";"IV2018020909145948";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2684";"IV2018020909312908";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2685";"IV2018020909370337";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2686";"IV2018020909501549";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2687";"IV2018020909501549";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2688";"IV2018020910124046";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2689";"IV2018020910244945";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2690";"IV2018020910314240";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2691";"IV2018020910422627";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2692";"IV2018020911440914";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2693";"IV2018020911503453";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2694";"IV2018020911503453";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2695";"IV2018020911594119";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2696";"IV2018020912063019";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2697";"IV2018022807152484";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2698";"IV2018022807290902";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2699";"IV2018022807471313";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2700";"IV2018022807471313";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2701";"IV2018022808000208";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2702";"IV2018022808192220";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2703";"IV2018022808283147";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2704";"IV2018022808380131";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2705";"IV2018022808440555";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2706";"IV2018022808530677";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2707";"IV2018022808561819";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2708";"IV2018022809110643";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2709";"IV2018022809172113";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2710";"IV2018022809172113";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2711";"IV2018022809230402";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2712";"IV2018022811012850";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2713";"IV2018022811445956";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2714";"IV2018030107523816";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2715";"IV2018030108093775";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2716";"IV2018030108203323";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2717";"IV2018030109245054";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2718";"IV2018030109342549";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2719";"IV2018030109571495";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2720";"IV2018030110052976";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2721";"IV2018030110125920";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2722";"IV2018030110195394";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2723";"IV2018030110233140";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2724";"IV2018030111095449";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2725";"IV2018030111155389";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2726";"IV2018030115153464";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2727";"IV2018030208224229";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2728";"IV2018030208294109";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2729";"IV2018030607315791";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2730";"IV2018030607315791";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2731";"IV2018030607421066";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2732";"IV2018031512094752";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2733";"IV2018031611034923";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2734";"IV2018031612035132";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"2735";"IV2018031612035132";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2736";"IV2018031612111040";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2737";"IV2018082008201439";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2738";"IV2018082010271159";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2739";"IV2018082011540115";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2740";"IV2018082012290419";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2741";"IV2018082012413631";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2742";"IV2018082012595751";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2743";"IV2018082014281713";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2744";"IV2018082014440693";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2745";"IV2018082015012770";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2746";"IV2018082107552331";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2747";"IV2018082108175259";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2748";"IV2018082108515790";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2749";"IV2018082109012829";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2750";"IV2018082109180907";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2751";"IV2018082110485943";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2752";"IV2018082215075182";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2753";"IV2018082308241033";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2754";"IV2018082311251393";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2755";"IV2018082315010378";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2756";"IV2018082408132366";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2757";"IV2018082409480563";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2758";"IV2018082412023259";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2759";"IV2018082412304466";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2760";"IV2018082413550581";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2761";"IV2018082413550581";"Structuur";"verticale structuur";"aandeel isoëtiden > overige groeivormen";"0";"Ja/nee";NA;NA
"2762";"IV2018082414191907";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2763";"IV2018082414303701";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2764";"IV2018082708265940";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2765";"IV2018082708404936";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2766";"IV2018082708404936";"Structuur";"verticale structuur";"aandeel isoëtiden > overige groeivormen";"1";"Ja/nee";NA;NA
"2767";"IV2018082708514386";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2768";"IV2018082712222671";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2769";"IV2018082714371371";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2770";"IV2018082714551969";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2771";"IV2018082714551969";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2772";"IV2018082808303101";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2773";"IV2018082808454134";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2774";"IV2018082814440090";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2775";"IV2018082908092463";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2776";"IV2018082909343381";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2777";"IV2018082911514477";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2778";"IV2018083008425607";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2779";"IV2018083009021339";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2780";"IV2018083009213994";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2781";"IV2018083009353126";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2782";"IV2018083010065136";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2783";"IV2018090412381639";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2784";"IV2018090412483372";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2785";"IV2018090508595162";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2786";"IV2018090509082763";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2787";"IV2018090509480277";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2788";"IV2018090510080311";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2789";"IV2018090510164322";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2790";"IV2018090510175155";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2791";"IV2018090510275856";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2792";"IV2018090514203660";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2793";"IV2018090514382356";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2794";"IV2018090608472872";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2795";"IV2018090609025511";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2796";"IV2018090609212270";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2797";"IV2018090613583635";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2798";"IV2018091011515161";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2799";"IV2018091014594933";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2800";"IV2018091015012343";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2801";"IV2018091107504655";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2802";"IV2018091108383153";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2803";"IV2018091112013619";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2804";"IV2018091310241016";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2805";"IV2018091311180061";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2806";"IV2018091413035960";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"2807";"IV2018091413035960";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2808";"IV2018101005532264";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2809";"IV2018101006000237";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2810";"IV2018101206332344";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2811";"IV2018101206401783";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2812";"IV2018101206470581";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2813";"IV2018101514360810";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2814";"IV2018101514410150";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2815";"IV2018101514471402";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2816";"IV2018101514513628";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2817";"IV2018101514541455";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2818";"IV2018101515184939";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2819";"IV2018101515220639";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2820";"IV2018101515285131";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2821";"IV2018101611291989";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2822";"IV2018101611385572";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2823";"IV2018101611434662";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2824";"IV2018101612012319";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2825";"IV2018101612080606";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2826";"IV2018101612141219";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"0";"Ja/nee";NA;NA
"2827";"IV2018101612141219";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2828";"IV2018101612410860";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2829";"IV2018101612451289";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2830";"IV2018101612554328";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2831";"IV2018101613004118";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2832";"IV2018101613064311";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2833";"IV2018101613204036";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2834";"IV2018101613254663";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2835";"IV2018101715281848";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2836";"IV2018101715313167";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2837";"IV2018101715313167";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2838";"IV2018101719542365";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2839";"IV2018101721571240";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2840";"IV2018101722034851";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2841";"IV2018101722193842";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2842";"IV2018101722342586";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2843";"IV2018102513241287";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2844";"IV2018102513330797";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2845";"IV2018102513330797";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2846";"IV2018102513371536";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2847";"IV2018102513452791";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2848";"IV2018102513502132";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2849";"IV2018102513502132";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2850";"IV2018102606574456";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2851";"IV2018102607035926";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2852";"IV2018102912371643";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"0";"Ja/nee";NA;NA
"2853";"IV2018102912480864";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2854";"IV2018102912582617";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2855";"IV2018102913022668";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2856";"IV2018110808573020";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2857";"IV2018110812564810";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2858";"IV2018110813004302";"Vegetatie";"sleutelsoorten";"kranswiervelden voor > = 50 % sleutelsoorten";"1";"Ja/nee";NA;NA
"2859";"IV2018110813004302";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2860";"IV2018120608194378";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2861";"IV2018120608354839";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2862";"IV2018120608511578";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2863";"IV2018120609024241";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2864";"IV2018120609152559";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
"2865";"IV2018120609235071";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2866";"IV2018120609394889";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2867";"IV2018120610032739";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2868";"IV2018120610203136";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2869";"IV2018120610423940";"Structuur";"horizontale structuur";"contact met 7110 of 7140_oli";"1";"Ja/nee";NA;NA
"2870";"IV2018120611103928";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"0-0.99";"Decimaal getal";NA;NA
"2871";"IV2018120611280232";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"1-10";"Decimaal getal";NA;NA
"2872";"IV2018120611315406";"Structuur";"horizontale structuur";"grootste vegetatievlek in m²";"10.01-20";"Decimaal getal";NA;NA
