survey	recording_givid	user_reference	value_code	value	comment
HT3260	IV2023082312000011	SchNe_03_20230704	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000012	SchNe_05_20230704	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000013	IPA_ZN01_20230704	Pnt	Geen opname: permanent ongeschikt	geen steekproefpunt
HT3260	IV2023082312000013	IPA_ZN01_20230704	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000014	IPA_ZN02_20230704	Pnt	Geen opname: permanent ongeschikt	geen steekproefpunt
HT3260	IV2023082312000014	IPA_ZN02_20230704	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000015	KleNe_03_20230811	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000016	GroNe_10_20230811	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000017	GroNe_07_20230811	Pnt	Geen opname: permanent ongeschikt	teveel schaduw
HT3260	IV2023082312000017	GroNe_07_20230811	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000018	Maas_23_20230814	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000019	Maas_19_20230814	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000020	Maas_18_20230814	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000021	Maas_25_20230814	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000022	Maas_22_20230816	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000023	Maas_20_20230816	RelLo	Betrouwbaarheid opname: laag	NA
HT3260	IV2023082312000024	Maas_26_20230816	RelLo	Betrouwbaarheid opname: laag	NA
HT3260	IV2023082312000025	Maas_21_20230816	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000026	Maas_08_20230817	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000027	Maas_10_20230817	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2023082312000028	Maas_12_20230817	Pnt	Geen opname: permanent ongeschikt	te steil. breuksteen
HT3260	IV2023082312000028	Maas_12_20230817	RelLo	Betrouwbaarheid opname: laag	NA
HT3260	IV2023082312000029	Maas_09_20230817	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000030	Maas_11_20230817	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000031	Maas_03_20230818	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000032	Maas_05_20230818	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000033	Maas_06_20230818	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2023082312000034	Maas_14_20230818	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2023082411141863	ANTKAL0309_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082411190548	ANTKAL0309_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082411225777	ANTKAL0289_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082411354161	ANTKAL0289_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082411432226	ANTKAL0306_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082411503985	ANTKAL0306_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082412044458	ANTKAL0350_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082412081598	ANTKAL0350_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082415184857	OVLSTK0412_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082415305058	OVLSTK0412_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082415354643	OVLSTK0413_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082415433400	OVLSTK0413_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082416241464	ANTKAL0483_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023082416281874	ANTKAL0483_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023083022141152	ANTKAL0344_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023083109032178	ANTKAL0344_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023083109223750	ANTKAL0344_3160_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023112914101130	LIMHHE0002_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2023112914403467	LIMHHE0002_3160_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112915115918	LIMHHE0002_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112915250502	LIMHHE0002_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112915355657	LIMHHE0002_02_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112915444231	LIMHHE0002_03_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112915512677	LIMHHE0002_04_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112916005520	LIMHHE0002_05_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2023112916061433	LIMHHE0002_06_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011017491483	VBRZOU0028_2023	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2024011018090614	VBRZOU0028_01_2023	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2024011018274372	VBRZOU0028_02_2023	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2024011018393647	VBRZOU0028_03_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011018401749	VBRZOU0028_04_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011018485856	VBRZOU0028_05_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011111212549	VBRZOU0028_3150_23	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011214271339	VBRZOU0212_3150_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011214323016	VBRZOU0028	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2024011216173237	VBRZOU0028_01_2023	RelMe	Betrouwbaarheid opname: matig	NA
HT31xx_Plassen	IV2024011517093427	ANTRAV0211_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011519590708	ANTRAV0211_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011611325658	ANTRAV0211_02_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011611490235	ANTRAV0211_03_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011613211237	ANTRAV0211_04_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011613540952	ANTRAV0211_05_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011615375072	ANTRAV0211_3110_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011616134474	ANTRAV0211_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011616290864	ANTRAV0211_3130n_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011617081713	LI_HEU_001_3110_22	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011710122457	LI_HEU_001_3130n_22	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011713062687	ANTRAV0052_3130a_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011715045265	ANTRAV0052_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011715150926	ANTRAV0052_01_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011715371417	ANTRAV0052_02_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024011716075546	ANTRAV0052_03_2023	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024011716321225	ANTRAV0052_3130n_23	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050616074409	WV_CAB_031_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050616130872	WV_CAB_023_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050616240042	WV_CAB_010_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050616295201	WV_BDH_008_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050815575205	WVLKNO106_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050816070592	WVLKNO0352_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050816160732	WV_ZWI_149_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050816231992	WV_ZWI_133_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817015004	WV_ZWI_060_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817072878	WV_ZWI_045_2190a_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817180034	WV_ZWI_040_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817260020	WV_ZEB_007_2190a20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817361534	WV_ZEB_001_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817434102	WV_WES_044_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024050817505134	WV_WES_038_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511070683	WV_WES_014_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511160256	WV_WES_009_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511300735	WV_WAD_004_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511362894	WV_WAD_002_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511460138	WV_TYD_007_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511514226	WV_NOD_010_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051511574873	WV_MID_001_2190a_19	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512040022	WV_LEP_007_2190a_17	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512100419	WV_LEP_003_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512152620	WV_IJZ_002_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512200819	WV_HOS_001_2190a_18	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512260928	WV_DHE_020_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512302854	WV_DHE_005_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT2190_a_LSVI_StilstaandeWateren	IV2024051512574509	WV_ZEB_004_2190a_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024061112102930	WV_ZWI_006_2020	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024061212441195	ZWI_116_01_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024061213032995	ZWI_116_02_20	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024061214300690	ZWI_116_2020	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000000	ZilBe_01_20240607	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000001	ZilBe_02_20240607	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000002	BorBe_03_20240607	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000003	AntGr_01_20240610	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2024091612000004	Asbeek_03_20240614	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000005	Dommel_11_20240625	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000006	KlHGr_06_20240625	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000007	KlHGr_04_20240625	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000008	SchNe_10_20240625	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000009	KleBe_01_20240704	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000010	Stiemer_03_20240704	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000011	Dommel_13_20240704	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000012	BolBe_10_20240705	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000013	BolBe_09_20240705	RelMe	Betrouwbaarheid opname: matig	NA
HT3260	IV2024091612000014	WarBe_06_20240705	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000015	WarBe_04_20240705	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000016	DesNe_05_20240708	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000017	LoeNe_03_20240708	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000018	KleNe_05_20240709	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000019	Voer_07_20240813	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000020	ZieBe_01_20240813	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000021	IttBe_02_20240813	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000022	WarBe_05_20240813	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000023	GroNe_08_20240813	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000024	GroNe_14_20240814	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000025	VarBe_01_20240814	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000026	DeAa_02_20240814	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000027	Maas_01_20240821	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000028	Maas_37_20240821	RelHi	Betrouwbaarheid opname: hoog	NA
HT3260	IV2024091612000029	Maas_39_20240821	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093008374737	ANTTUR0674_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093008502070	ANTTUR0674_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093009153951	ANTTUR0674_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093013550502	ANTRAV0014_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093014012096	ANTRAV0014_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093014141601	ANTRAV0014_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093014234900	ANTRAV0014_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093014411608	ANTRAV0014_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024093014545032	ANTRAV0014_05_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024093016260718	ANTRAV0014_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100111090608	ANTKAL0330_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100111155960	ANTKAL0330_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111234886	ANTKAL0330_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111283257	ANTKAL0330_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111332218	ANTKAL0330_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111380131	ANTKAL0330_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111434607	ANTKAL0330_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100111510113	ANTKAL0330_05_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100112054313	ANTKAL0217_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100115194185	ANTKAL0217_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100115290046	ANTKAL0217_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100117015074	ANTKAL0356_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100117074505	ANTKAL0356_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100117144675	ANTKAL0356_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100117254750	ANTKAL0356_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100117321774	ANTKAL0356_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100117462140	ANTKAL0356_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100117541666	ANTKAL0356_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100915421511	ANTKAL0276_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100915464712	ANTKAL0276_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100915503012	ANTKAL0276_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100915580960	ANTKAL0478_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100916083946	ANTKAL0478_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100916133952	ANTKAL0478_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100916185300	ANTKAL0478_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024100916370595	ANTKAL0478_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024100916453628	ANTKAL0478_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101008185882	ANTBSE0132_gh_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101008251601	ANTLIL0230_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101008314167	LIMZNH0563_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101008380195	LIMZNH0563_3140_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101008425146	LIMZNH0563_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101008462743	LIMZNH0563_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101009070243	LIMZNH0379_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101009111888	LIMZNH0379_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101009231913	LIMZNH0379_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101009270487	LIMZNH0379_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101009301586	LIMZNH0379_3110_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101009350936	LIMGNK0064_3150_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101010441028	ANTKAL0004_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101010522135	ANTKAL0004_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101010564564	ANTKAL0004_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011012012	ANTKAL0004_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011051720	ANTKAL0004_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011260360	ANTKAL0004_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011300639	ANTKAL0004_05_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011350522	ANTKAL0004_06_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101011403473	ANTKAL0004_07_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101014455531	ANTKAL0123_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101014500766	ANTKAL0123_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101014543343	ANTKAL0123_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101015393906	ANTKAL0123_04_2024	GeToe	Geen opname: geen toestemming	NA
HT31xx_Plassen	IV2024101015513149	ANTKAL0123_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101015582200	ANTKAL0123_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101016063497	LIMZNH0338_3110_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101016162129	LIMZNH0338_3110x_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101016224661	LIMZNH0338_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101016293387	LIMZNH0338_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101016330428	LIMZNH0338_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101107401086	LIMZNH0619_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101107492081	LIMZNH0619_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101107525400	LIMZNH0619_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101108064028	ANTARE0069_gh_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101108161509	LIMDST0108_3110_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101108222189	LIMDST0108_3130n_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101108265001	LIMDST0108_3130a_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101108323026	LIMDST0108_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101109214123	LIMDST0108_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101109262648	LIMDST0108_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101109325276	LIMDST0108_03_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101109380712	LIMDST0108_04_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101109462210	LIMDST0108_05_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_LSVI_StilstaandeWateren	IV2024101408050323	ANTKAL0284_3160_24	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101408100914	ANTKAL0284_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101408130943	ANTKAL0284_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101408164174	ANTKAL0284_02_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101408274249	ANTKAL0019_2024	RelHi	Betrouwbaarheid opname: hoog	NA
HT31xx_Plassen	IV2024101408305742	ANTKAL0019_01_2024	RelHi	Betrouwbaarheid opname: hoog	NA
