"";"survey";"recording_givid";"user_reference";"var_code";"var";"value";"value_description";"value_numeric";"is_below_LOQ";"is_above_LOQ";"is_numeric";"unit"
"7192";"HT31xx_LSVI_StilstaandeWateren";"IV2017032809493991";"LI_MAT_002_3140_16";"Invas";"invasieve exoten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7193";"HT31xx_LSVI_StilstaandeWateren";"IV2017032809570000";"LI_MAT_002_3130n_16";"Eutro";"eutrofiëring";"35";NA;35;FALSE;FALSE;TRUE;"%"
"7194";"HT31xx_LSVI_StilstaandeWateren";"IV2017032809570000";"LI_MAT_002_3130n_16";"Invas";"invasieve exoten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7195";"HT31xx_LSVI_StilstaandeWateren";"IV2017032809570000";"LI_MAT_002_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7196";"HT31xx_LSVI_StilstaandeWateren";"IV2017032809570000";"LI_MAT_002_3130n_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7197";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810082114";"LI_MAT_002_3130a_16";"Eutro";"eutrofiëring";"50";NA;50;FALSE;FALSE;TRUE;"%"
"7198";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810082114";"LI_MAT_002_3130a_16";"Invas";"invasieve exoten";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7199";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810082114";"LI_MAT_002_3130a_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7200";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810082114";"LI_MAT_002_3130a_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7201";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810192681";"LI_LAN_008_3150_16";"Eutro";"eutrofiëring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7202";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810192681";"LI_LAN_008_3150_16";"Invas";"invasieve exoten";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7203";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810361983";"AN_RPT_002_3130n_16";"Eutro";"eutrofiëring";"4";NA;4;FALSE;FALSE;TRUE;"%"
"7204";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810361983";"AN_RPT_002_3130n_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7205";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810361983";"AN_RPT_002_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7206";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810361983";"AN_RPT_002_3130n_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7207";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810490646";"AN_RPT_002_3130a_16";"Eutro";"eutrofiëring";"4";NA;4;FALSE;FALSE;TRUE;"%"
"7208";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810490646";"AN_RPT_002_3130a_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7209";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810490646";"AN_RPT_002_3130a_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7210";"HT31xx_LSVI_StilstaandeWateren";"IV2017032810490646";"AN_RPT_002_3130a_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7211";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"LI_MAT_009_3130n_16";"Eutro";"eutrofiëring";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7212";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"LI_MAT_009_3130n_16";"Invas";"invasieve exoten";"3";NA;3;FALSE;FALSE;TRUE;"%"
"7213";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"LI_MAT_009_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7214";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309190179";"LI_MAT_009_3130n_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7215";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"Eutro";"eutrofiëring";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7216";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"EutSS";"eutrofiering_3160";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7217";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7218";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"SleSo";"sleutelsoorten";"";NA;NA;FALSE;FALSE;TRUE;"%"
"7219";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"Vgras";"vergrassing";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7220";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7221";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309253000";"AN_KAL_003_3160_16";"VZuSS";"verzuring_3160";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7222";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"AN_DVH_003_3130n_16";"Eutro";"eutrofiëring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7223";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"AN_DVH_003_3130n_16";"Invas";"invasieve exoten";"80";NA;80;FALSE;FALSE;TRUE;"%"
"7224";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"AN_DVH_003_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7225";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309413235";"AN_DVH_003_3130n_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7226";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"AN_BEE_002_3130a_16";"Eutro";"eutrofiëring";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7227";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"AN_BEE_002_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7228";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"AN_BEE_002_3130a_16";"Vgras";"vergrassing";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7229";"HT31xx_LSVI_StilstaandeWateren";"IV2017040309554429";"AN_BEE_002_3130a_16";"Vzuur";"verzuring";"40";NA;40;FALSE;FALSE;TRUE;"%"
"7230";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"Eutro";"eutrofiëring";"13";NA;13;FALSE;FALSE;TRUE;"%"
"7231";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7232";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"Vgras";"vergrassing";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7233";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310093041";"AN_TIK_002_3130a_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7234";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"Eutro";"eutrofiëring";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7235";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7236";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"Vgras";"vergrassing";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7237";"HT31xx_LSVI_StilstaandeWateren";"IV2017040310252958";"AN_VOL_001_3130a_16";"Vzuur";"verzuring";"3";NA;3;FALSE;FALSE;TRUE;"%"
"7238";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"Eutro";"eutrofiëring";"50";NA;50;FALSE;FALSE;TRUE;"%"
"7239";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"EutSS";"eutrofiering_3160";"6";NA;6;FALSE;FALSE;TRUE;"%"
"7240";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7241";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"Vgras";"vergrassing";"45";NA;45;FALSE;FALSE;TRUE;"%"
"7242";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"Vzuur";"verzuring";"50";NA;50;FALSE;FALSE;TRUE;"%"
"7243";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410373172";"AN_LDL_001_3160_16";"VZuSS";"verzuring_3160";"45";NA;45;FALSE;FALSE;TRUE;"%"
"7244";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"Eutro";"eutrofiëring";"20";NA;20;FALSE;FALSE;TRUE;"%"
"7245";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"EutSS";"eutrofiering_3160";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7246";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7247";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"Vgras";"vergrassing";"18";NA;18;FALSE;FALSE;TRUE;"%"
"7248";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"Vzuur";"verzuring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7249";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410453770";"AN_LDL_003_3160_16";"VZuSS";"verzuring_3160";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7250";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7251";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7252";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7253";"HT31xx_LSVI_StilstaandeWateren";"IV2017040410525894";"AN_LDL_002_3130a_16";"Vzuur";"verzuring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7254";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"Eutro";"eutrofiëring";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7255";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7256";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"Vgras";"vergrassing";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7257";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509124286";"AN_TVG_003_3130a_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7258";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"Eutro";"eutrofiëring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7259";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7260";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"Vgras";"vergrassing";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7261";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509274762";"AN_TVG_003_3130n_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7262";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"Eutro";"eutrofiëring";"25";NA;25;FALSE;FALSE;TRUE;"%"
"7263";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"EutSS";"eutrofiering_3160";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7264";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7265";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"Vgras";"vergrassing";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7266";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"Vzuur";"verzuring";"30";NA;30;FALSE;FALSE;TRUE;"%"
"7267";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509374052";"LI_MEC_001_3160_16";"VZuSS";"verzuring_3160";"20";NA;20;FALSE;FALSE;TRUE;"%"
"7268";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"Eutro";"eutrofiëring";"25";NA;25;FALSE;FALSE;TRUE;"%"
"7269";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"EutSS";"eutrofiering_3160";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7270";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7271";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"Vgras";"vergrassing";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7272";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"Vzuur";"verzuring";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7273";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509472815";"LI_MEC_002_3160_16";"VZuSS";"verzuring_3160";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7274";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7275";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509542011";"AN_DVH_004_3140_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7276";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7277";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7278";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"Vgras";"vergrassing";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7279";"HT31xx_LSVI_StilstaandeWateren";"IV2017042509585340";"AN_DVH_004_3130n_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7280";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"Eutro";"eutrofiëring";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7281";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510052573";"LI_MAT_007_3150_16";"Invas";"invasieve exoten";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7282";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"Eutro";"eutrofiëring";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7283";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510131430";"LI_MAT_007_3140_16";"Invas";"invasieve exoten";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7284";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"Eutro";"eutrofiëring";"31";NA;31;FALSE;FALSE;TRUE;"%"
"7285";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"EutSS";"eutrofiering_3160";"16";NA;16;FALSE;FALSE;TRUE;"%"
"7286";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7287";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"Vgras";"vergrassing";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7288";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7289";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510565778";"AN_SNE_003_3160_16";"VZuSS";"verzuring_3160";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7290";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"Eutro";"eutrofiëring";"30";NA;30;FALSE;FALSE;TRUE;"%"
"7291";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7292";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"Vgras";"vergrassing";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7293";"HT31xx_LSVI_StilstaandeWateren";"IV2017042510593494";"AN_SNE_003_3130a_16";"Vzuur";"verzuring";"30";NA;30;FALSE;FALSE;TRUE;"%"
"7294";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"Eutro";"eutrofiëring";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7295";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"EutSS";"eutrofiering_3160";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7296";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7297";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"Vgras";"vergrassing";"2";NA;2;FALSE;FALSE;TRUE;"%"
"7298";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"Vzuur";"verzuring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7299";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511032923";"LI_VZB_008_3160_16";"VZuSS";"verzuring_3160";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7300";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7301";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7302";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"Vgras";"vergrassing";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7303";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511154407";"AN_DES_004_3130a_16";"Vzuur";"verzuring";"25";NA;25;FALSE;FALSE;TRUE;"%"
"7304";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7305";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"EutSS";"eutrofiering_3160";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7306";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7307";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"Vgras";"vergrassing";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7308";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"Vzuur";"verzuring";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7309";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511431890";"AN_DES_004_3160_16";"VZuSS";"verzuring_3160";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7310";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"Eutro";"eutrofiëring";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7311";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"Invas";"invasieve exoten";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7312";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7313";"HT31xx_LSVI_StilstaandeWateren";"IV2017042511540583";"AN_GSV_002_3130n_16";"Vzuur";"verzuring";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7314";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"Eutro";"eutrofiëring";"5";NA;5;FALSE;FALSE;TRUE;"%"
"7315";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7316";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"Vgras";"vergrassing";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7317";"HT31xx_LSVI_StilstaandeWateren";"IV2017042513300849";"LI_MAT_004_3130n_16";"Vzuur";"verzuring";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7318";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"Eutro";"eutrofiëring";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7319";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7320";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7321";"HT31xx_LSVI_StilstaandeWateren";"IV2017062909012541";"LI_WIK_005_3130a_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7322";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"Eutro";"eutrofiëring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7323";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7324";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7325";"HT31xx_LSVI_StilstaandeWateren";"IV2017072508474428";"LI_BOK_004_3130n_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7326";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"Eutro";"eutrofiëring";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7327";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7328";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"Vgras";"vergrassing";"0-x-1";NA;0,5;FALSE;FALSE;TRUE;"%"
"7329";"HT31xx_LSVI_StilstaandeWateren";"IV2017072509005921";"LI_BOK_004_3130a_16";"Vzuur";"verzuring";"1";NA;1;FALSE;FALSE;TRUE;"%"
"7330";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"Eutro";"eutrofiëring";"70";NA;70;FALSE;FALSE;TRUE;"%"
"7331";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"EutSS";"eutrofiering_3160";"15";NA;15;FALSE;FALSE;TRUE;"%"
"7332";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7333";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"Vgras";"vergrassing";"60";NA;60;FALSE;FALSE;TRUE;"%"
"7334";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"Vzuur";"verzuring";"40";NA;40;FALSE;FALSE;TRUE;"%"
"7335";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618361898";"LI_DON_003_3160_17";"VZuSS";"verzuring_3160";"25";NA;25;FALSE;FALSE;TRUE;"%"
"7336";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"Eutro";"eutrofiëring";"70";NA;70;FALSE;FALSE;TRUE;"%"
"7337";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"EutSS";"eutrofiering_3160";"10";NA;10;FALSE;FALSE;TRUE;"%"
"7338";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"Invas";"invasieve exoten";"0";NA;0;FALSE;FALSE;TRUE;"%"
"7339";"HT31xx_LSVI_StilstaandeWateren";"IV2017120618385593";"LI_DON_002_3160_17";"Vgras";"vergrassing";"60";NA;60;FALSE;FALSE;TRUE;"%"
