"";"ID";"Kenmerk";"Waarde";"Vegetatielaag";"TypeKenmerk";"Type";"Invoertype";"Eenheid"
"1196";"IV2018082108515790";"Sphagnum";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1197";"IV2018082109012829";"Ceratophyllum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1198";"IV2018082109012829";"Draadwier";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1199";"IV2018082109012829";"Elodea canadensis Michaux";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1200";"IV2018082109012829";"Glyceria maxima (Hartm.) Holmberg";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1201";"IV2018082109012829";"Lemna";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1202";"IV2018082109012829";"Lemna trisulca L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1203";"IV2018082109012829";"Potamogeton lucens L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1204";"IV2018082109012829";"Utricularia australis R. Brown";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1205";"IV2018082109180907";"Agrostis canina L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1206";"IV2018082109180907";"Eleocharis acicularis (L.) Roem. et Schult.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1207";"IV2018082109180907";"Glyceria fluitans (L.) R. Brown";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1208";"IV2018082109180907";"Juncus bulbosus L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1209";"IV2018082110485943";"Agrostis canina L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1210";"IV2018082110485943";"Agrostis stolonifera L.";"o";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1211";"IV2018082110485943";"Bidens";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1212";"IV2018082110485943";"Calamagrostis canescens (Weber) Roth";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1213";"IV2018082110485943";"Hypericum elodes L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1214";"IV2018082110485943";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1215";"IV2018082110485943";"Lemna";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1216";"IV2018082110485943";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1217";"IV2018082110485943";"Sphagnum";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1218";"IV2018082215075182";"Agrostis stolonifera L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1219";"IV2018082215075182";"Drepanocladus fluitans";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1220";"IV2018082215075182";"Juncus bulbosus L.";"a";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1221";"IV2018082215075182";"Juncus effusus L.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1222";"IV2018082215075182";"Littorella uniflora (L.) Aschers.";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1223";"IV2018082215075182";"Lythrum salicaria L.";"r";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
"1224";"IV2018082215075182";"Molinia caerulea (L.) Moench";"f";NA;"soort_Latijn";"Categorie";"TANSLEY MEREN";NA
