"";"ID";"survey";"user_reference";"location";"date";"latitude";"longitude";"Habitattype";"reliability";"Versie";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"2933";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;FALSE;-1
"2934";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;FALSE;-0,999999999999999
"2935";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"2936";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"35";"Percentage";NA;"%";"observatie";100;FALSE;-0,277777777777778
"2937";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";15;FALSE;-1
"2938";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";11;FALSE;-1
"2939";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"2";"Percentage";NA;"%";"observatie";100;TRUE;0,6
"2940";"IV2023081716035635";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_004_2190a_19";"WV_SBE_004";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2941";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"10";"Percentage";NA;"%";"observatie";100;TRUE;0
"2942";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;FALSE;-0,4
"2943";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;FALSE;-0,999999999999999
"2944";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,975
"2945";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"45";"Percentage";NA;"%";"observatie";100;FALSE;-0,388888888888889
"2946";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";15;FALSE;-0,666666666666667
"2947";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";11;FALSE;-1
"2948";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2949";"IV2023081815264900";"HT2190_a_LSVI_StilstaandeWateren";"WV_SBE_001_2190a_19";"WV_SBE_001";"2019-07-01";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2950";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2951";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"80";"Percentage";NA;"%";"observatie";100;TRUE;0,733333333333333
"2952";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;FALSE;-0,4
"2953";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"3";"Percentage";NA;"%";"observatie";100;TRUE;0,85
"2954";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2955";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";15;FALSE;-1
"2956";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"berekend";11;TRUE;0
"2957";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2958";"IV2023081815325618";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_008_2190a_19";"WV_ZWI_008";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2959";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2960";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"95";"Percentage";NA;"%";"observatie";100;TRUE;0,933333333333333
"2961";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,899999999999999
"2962";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2963";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2964";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"berekend";15;FALSE;-0,5
"2965";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";11;FALSE;-1
"2966";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;TRUE;0,9
"2967";"IV2023081815360660";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_157_2190a_19";"WV_ZWI_157";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2968";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2969";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"40";"Percentage";NA;"%";"observatie";100;TRUE;0,2
"2970";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"5";"Percentage";NA;"%";"observatie";100;TRUE;0
"2971";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2972";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2973";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"7";"Geheel getal";NA;NA;"berekend";15;TRUE;0,111111111111111
"2974";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";11;FALSE;-0,333333333333333
"2975";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2976";"IV2023081815420604";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_018_2190a_19";"WV_WES_018";"2019-06-28";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2977";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2978";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"60";"Percentage";NA;"%";"observatie";100;TRUE;0,466666666666667
"2979";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"25";"Percentage";NA;"%";"observatie";100;TRUE;0,210526315789474
"2980";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"1";"Percentage";NA;"%";"observatie";100;TRUE;0,95
"2981";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2982";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";15;FALSE;-1
"2983";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"0";"Geheel getal";NA;NA;"berekend";11;FALSE;-1
"2984";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2985";"IV2023081815465340";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_129_2190a_19";"WV_ZWI_129";"2019-06-27";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2986";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2987";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1480;"bedekking submerse vegetatie";"25";">=";"%";"Percentage";NA;"15";"Percentage";NA;"%";"observatie";100;FALSE;-0,4
"2988";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"horizontale structuur";"bedekking submerse vegetatie >= 25% OF bedekking kranswieren >= 5%";1;"zb";2661;"1480 OR 1078";1078;"bedekking kranswieren";"5";">=";"%";"Percentage";NA;"0.5";"Percentage";NA;"%";"observatie";100;FALSE;-0,899999999999999
"2989";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"robuuste monocotylen";"bedekking robuuste monocotylen <= 20%";1;"zb";2664;"1216";1216;"bedekking robuuste monocotylen";"20";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2990";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"verbossing";"bedekking bomen en struiken <= 10%";1;"zb";2656;"1520";1520;"bedekking verbossing";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2991";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2584;"scoresom hydrofyten";"6";">=";NA;"Geheel getal";NA;"6";"Geheel getal";NA;NA;"berekend";15;TRUE;0
"2992";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Vegetatie";"bedekking sleutelsoorten";"scoresom hydrofyten >= 6 OF scoresom niet-hydrofyten >= 3";1;"b";2653;"2584 OR 2585";2585;"scoresom niet-hydrofyten";"3";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";11;FALSE;-0,333333333333333
"2993";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"eutrofiëring";"kroosbedekking <= 5%";1;"zb";2660;"818";818;"bedekking eutrofiëring";"5";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2994";"IV2023081815500319";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_012_2190a_19";"WV_WES_012";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Verstoring";"invasieve exoten";"afwezig";1;"zb";2652;"980";980;"bedekking invasieve exoten";"0";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
"2995";"IV2023081815530780";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_007_2190a_19";"WV_WES_007";"2019-06-11";500;500;"2190_a";"hoog";"Versie 3";"Structuur";"bedekking overhangende bomen en struiken";"bedekking overhangende bomen en struiken <= 10%";1;"zb";2657;"1178";1178;"bedekking overhangende bomen en struiken";"10";"<=";"%";"Percentage";NA;"0";"Percentage";NA;"%";"observatie";100;TRUE;1
