recording_givid	survey	type_observed	classif_key	type_cover
IV2021031010301229	HT31xx_Plassen	2190	Habitatsleutel v5	100
IV2021031010365286	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031010590786	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031011055164	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031011130678	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031011202445	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031011361229	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031011443208	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031012044870	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031014172448	HT31xx_Plassen	2190	Habitatsleutel v5	100
IV2021031014235997	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031014330541	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031014355445	HT31xx_Plassen	2190	Habitatsleutel v5	NA
IV2021031014480832	HT31xx_Plassen	3130_na	Habitatsleutel v5	100
IV2021031015525090	HT31xx_Plassen	-9	Habitatsleutel v5	100
IV2021031015575066	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021031016024078	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021031016122161	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021031016170467	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021031016232192	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021031215245381	HT31xx_Plassen	3130_aom	Habitatsleutel v5	80
IV2021031215245381	HT31xx_Plassen	3130_na	Habitatsleutel v5	20
IV2021031215254703	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021031216023741	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021031216272618	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021032508382305	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2021032508382305	HT31xx_Plassen	3130_aom	Habitatsleutel v5	30
IV2021032508382305	HT31xx_Plassen	3130_na	Habitatsleutel v5	70
IV2021032508502233	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021032508575693	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032508575693	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509150744	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032509150744	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509312125	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032509312125	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509351984	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032509351984	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509460251	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032509460251	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509570687	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032509583956	HT31xx_Plassen	3130_aom	Habitatsleutel v5	NA
IV2021032509583956	HT31xx_Plassen	3130_na	Habitatsleutel v5	NA
IV2021032516324434	HT31xx_Plassen	3150	Habitatsleutel v5	100
IV2021032516414578	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021032912422026	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021040616143271	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2021040616263066	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021040916224920	HT31xx_Plassen	3130_aom	Habitatsleutel v5	70
IV2021040916224920	HT31xx_Plassen	3130_na	Habitatsleutel v5	30
IV2021040916404124	HT31xx_Plassen	3130	Habitatsleutel v5	NA
IV2021041212322968	HT31xx_Plassen	-9	Habitatsleutel v5	100
IV2021041215173845	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021041512264715	HT31xx_Plassen	3130	Habitatsleutel v5	0
IV2021041512264715	HT31xx_Plassen	3130_na	Habitatsleutel v5	100
IV2021041516034486	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021051715363885	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021051715543392	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021051716433059	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021051809463106	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021051810060200	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021051810265556	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021051810362260	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021051810591425	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021070713221611	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072709204718	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072709251058	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021072709294025	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021072710031273	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710123727	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710175142	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710243078	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021072710302304	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710350880	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710374561	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021072710480121	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710512626	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072710555610	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072711245537	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072711284859	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072711333660	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072910073411	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072910104268	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072910131546	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072910444889	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021072910482149	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072910543936	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072911193215	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072911221281	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072911254844	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021072911310204	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081011353585	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081011382529	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081011432319	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081011544267	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012082111	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012123143	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012275516	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012315631	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012382998	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081012461238	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081013592565	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014023275	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014064827	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014253119	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014290989	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014314968	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014381346	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021081014421536	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021082512000000	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000001	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000002	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000003	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000004	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000005	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000006	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000007	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000008	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000009	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000010	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000011	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000012	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000013	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000014	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000015	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000016	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000017	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000018	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000019	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000020	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000021	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000022	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000023	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000024	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000025	HT3260	-9	Habitatsleutel v5	NA
IV2021082512000026	HT3260	3260	Habitatsleutel v5	NA
IV2021082512000027	HT3260	3260	Habitatsleutel v5	NA
IV2021090709551181	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090710112986	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090710190726	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090710474802	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090710565022	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090711065645	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090711161494	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090711391766	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090711421549	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090711462363	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090712535793	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713032712	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713135284	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713161768	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713230370	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713362458	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713440379	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713472004	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090713574036	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714010692	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714071906	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714220235	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714263809	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714305534	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714372801	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714422706	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090714553652	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090715025175	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090715525821	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090715550207	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021090715594415	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009223624	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009313724	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009345040	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009401937	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009481949	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091009585598	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091010024456	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091010040305	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091010272061	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091012343779	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091012390758	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091012432913	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013020786	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013050405	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013113467	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013153646	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013191954	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013342737	HT31xx_Plassen	3150	Habitatsleutel v5	100
IV2021091013371012	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091013432557	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021091013491801	HT31xx_Plassen	3150	Habitatsleutel v5	NA
IV2021091308564006	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091308594546	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309072310	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309121508	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309201778	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309244119	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309430990	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309492427	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091309522618	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310161568	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310213387	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310320208	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310352166	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310433746	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310505738	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091310541583	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311063077	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311093416	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311145985	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311233898	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311262621	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311344098	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311382950	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311474088	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311512326	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091311542742	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091313255417	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091313305660	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091313343420	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091313391034	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091313453939	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021091315471362	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021091316110031	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021091316362705	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021091316415263	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100513332040	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100513381710	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100513460106	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100513493709	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100514275040	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021100514370563	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100514412358	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100514452496	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100514503504	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100515282918	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100515391917	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100515453464	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021100516035568	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021100516065613	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100516172158	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100516223555	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100516303426	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021100609303141	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021100609413586	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100609475342	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100609582219	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100610064109	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021100610155562	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100610280839	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100610350482	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100610350482	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021100610585201	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021100611045116	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021100611144665	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021100611303237	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021102610593198	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021102611020783	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102611131279	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102611231547	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021102611333955	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021102611424540	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102612232857	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102612312292	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102612463047	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021102612523570	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021102612572538	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102614135135	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102614201906	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021102614264540	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102614322566	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021102615281063	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102615381703	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2021102616120779	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102616213333	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102616292567	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021102616365243	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102616452377	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102616510246	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021102616572165	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102811575679	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021102812130840	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102812230455	HT31xx_LSVI_StilstaandeWateren	3110	Habitatsleutel v5	NA
IV2021102921453951	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021102922080890	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021103012044059	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021103012361554	HT31xx_LSVI_StilstaandeWateren	3110	Habitatsleutel v5	NA
IV2021103012423456	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021110111053005	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110111420298	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110112004579	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021110113293506	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110114014007	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021110115180432	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110115274417	HT31xx_LSVI_StilstaandeWateren	3160	Habitatsleutel v5	NA
IV2021110115572301	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110116483324	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110117063289	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021110117385166	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110118102324	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021110118202844	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110118435628	HT31xx_LSVI_StilstaandeWateren	3150	Habitatsleutel v5	NA
IV2021110118484771	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110214580344	HT31xx_LSVI_StilstaandeWateren	3130_na	Habitatsleutel v5	NA
IV2021110215074297	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2021110308484227	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021110308563441	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021110308594540	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021110309150780	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110309185904	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110309240074	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110309352295	HT31xx_Plassen	0	Habitatsleutel v5	NA
IV2021110309542654	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110310042532	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110310081576	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110310225048	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110310353880	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110310401033	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311010826	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311101105	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311135817	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311234646	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311271497	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021110311441935	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311491972	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311520359	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110311570356	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110312081112	HT31xx_Plassen	rbbmr	Habitatsleutel v5	NA
IV2021110314300029	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110314334124	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110314370730	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110314424625	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110314565536	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110315130696	HT31xx_Plassen	3140	Habitatsleutel v5	100
IV2021110315222410	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110315315903	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2021110315374062	HT31xx_Plassen	3140	Habitatsleutel v5	NA
IV2021110315405486	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2022012514273283	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012514291966	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2022012514502036	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2022012515193464	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2022012515390379	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2022012515544403	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516024380	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516145563	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516275012	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516291733	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516452155	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022012516494181	HT31xx_LSVI_StilstaandeWateren	3140	Habitatsleutel v5	NA
IV2022062308254645	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2022062316413303	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2022062316492608	HT31xx_Plassen	-9	Habitatsleutel v5	NA
IV2022062815495429	HT31xx_LSVI_StilstaandeWateren	3130_aom	Habitatsleutel v5	NA
IV2022062815495513	HT31xx_LSVI_StilstaandeWateren	-9	Habitatsleutel v5	NA
IV2022082412000000	HT3260	-9	Habitatsleutel v5	NA
IV2022082412000001	HT3260	-9	Habitatsleutel v5	NA
IV2022082412000002	HT3260	3260	Habitatsleutel v5	NA
IV2022082412000003	HT3260	3260	Habitatsleutel v5	NA
IV2022082412000004	HT3260	3260	Habitatsleutel v5	NA
IV2022082412000005	HT3260	3260	Habitatsleutel v5	NA
IV2022082412000006	HT3260	3260	Habitatsleutel v5	NA
IV2022082412000007	HT3260	3260	Habitatsleutel v5	NA
