survey	recording_givid	user_reference	var_code	var	value	value_numeric	is_below_LOQ	is_above_LOQ	is_numeric	unit	value_description
HT2190_a_LSVI_StilstaandeWateren	IV2023082111154811	WV_ZWI_142_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111154811	WV_ZWI_142_2190a_19	Subm	submers	80	80	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	permw	2190a-permanentie	semip	NA	0	0	0	class	semipermanent
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	peil	31xx-peil	ulaag	NA	0	0	0	class	Uitzonderlijk laag
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	BooOv	boomlaag overhangend	10	10	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Seccd	diepte van secchibepaling	0,20	0.2	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Chara	kranswieren	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	diepte_max	maximale diepte	0,20	0.2	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	MonoR	robuuste monocotyl	75	75	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Schom	schommeling winter/zomer	0,70	0.7	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Secch	secchi-diepte	0,20	0.2	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	SlSH	sleutelsoorten hydrofyt	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111165074	WV_ZWI_013_2190a_19	Subm	submers	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	permw	2190a-permanentie	perm	NA	0	0	0	class	permanent nooit droogvallend
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Seccd	diepte van secchibepaling	1,50	1.5	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Eutro	eutrofiëring	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Chara	kranswieren	15	15	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	diepte_max	maximale diepte	1,60	1.6	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	MonoR	robuuste monocotyl	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Schom	schommeling winter/zomer	0,60	0.6	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Secch	secchi-diepte	1,50	1.5	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	SlSH	sleutelsoorten hydrofyt	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111240183	WV_ZWI_011_2190a_19	Subm	submers	98	98	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	permw	2190a-permanentie	semip	NA	0	0	0	class	semipermanent
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Seccd	diepte van secchibepaling	0,40	0.4	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Chara	kranswieren	15	15	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	diepte_max	maximale diepte	0,60	0.6	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	MonoR	robuuste monocotyl	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Schom	schommeling winter/zomer	0,60	0.6	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Secch	secchi-diepte	0,40	0.4	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	SlSH	sleutelsoorten hydrofyt	30	30	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	3	3	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111263515	WV_ZWI_043_2190a_19	Subm	submers	75	75	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	permw	2190a-permanentie	perio	NA	0	0	0	class	periodiek jaarlijks droogvallend
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Seccd	diepte van secchibepaling	0,15	0.15	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Eutro	eutrofiëring	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Chara	kranswieren	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	diepte_max	maximale diepte	0,15	0.15	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	MonoR	robuuste monocotyl	7	7	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Schom	schommeling winter/zomer	0,30	0.3	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Secch	secchi-diepte	0,15	0.15	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	SlSH	sleutelsoorten hydrofyt	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	2	2	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111281651	WV_ZWI_120_2190a_19	Subm	submers	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	permw	2190a-permanentie	semip	NA	0	0	0	class	semipermanent
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	helde	31xx-helderheid	gboz	NA	0	0	0	class	Vrij helder, geen bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Seccd	diepte van secchibepaling	0,40	0.4	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Chara	kranswieren	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	diepte_max	maximale diepte	0,40	0.4	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	MonoR	robuuste monocotyl	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Schom	schommeling winter/zomer	0,90	0.9	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Secch	secchi-diepte	0,40	0.4	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	SlSH	sleutelsoorten hydrofyt	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111315025	WV_ZWI_158_2190a_19	Subm	submers	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	permw	2190a-permanentie	perio	NA	0	0	0	class	periodiek jaarlijks droogvallend
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	helde	31xx-helderheid	trsub	NA	0	0	0	class	Troebel door substraat
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	BooOv	boomlaag overhangend	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Seccd	diepte van secchibepaling	0,25	0.25	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Eutro	eutrofiëring	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Chara	kranswieren	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	diepte_max	maximale diepte	0,25	0.25	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	MonoR	robuuste monocotyl	30	30	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Secch	secchi-diepte	0,25	0.25	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	SlSH	sleutelsoorten hydrofyt	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111351535	WV_ZWI_124_2190a_19	Subm	submers	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	permw	2190a-permanentie	semip	NA	0	0	0	class	semipermanent
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Seccd	diepte van secchibepaling	0,65	0.65	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Eutro	eutrofiëring	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Chara	kranswieren	15	15	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	diepte_max	maximale diepte	0,65	0.65	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	MonoR	robuuste monocotyl	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Schom	schommeling winter/zomer	0,60	0.6	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Secch	secchi-diepte	0,65	0.65	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	SlSH	sleutelsoorten hydrofyt	7	7	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111375865	WV_ZWI_012_2190a_19	Subm	submers	16	16	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	permw	2190a-permanentie	perio	NA	0	0	0	class	periodiek jaarlijks droogvallend
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	diept	31xx-diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	helde	31xx-helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	peil	31xx-peil	norm	NA	0	0	0	class	Normaal
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	subst	31xx-substraat	zand	NA	0	0	0	class	Zand
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Boom	boomlaag	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	BooOv	boomlaag overhangend	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Seccd	diepte van secchibepaling	0,30	0.3	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Eutro	eutrofiëring	0	0	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Invas	invasieve exoten	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Chara	kranswieren	8	8	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	diepte_max	maximale diepte	0,30	0.3	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	MonoR	robuuste monocotyl	0-x-1	0.5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Schom	schommeling winter/zomer	0,75	0.75	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Secch	secchi-diepte	0,30	0.3	0	0	1	m	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	SlSH	sleutelsoorten hydrofyt	5	5	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	SlSNH	sleutelsoorten niet-hydrofyt	1	1	0	0	1	%	NA
HT2190_a_LSVI_StilstaandeWateren	IV2023082111404847	WV_ZWI_162_2190a_19	Subm	submers	10	10	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Helo	bedekking helofyten	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Seccd	diepte van secchibepaling	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Eutro	eutrofiëring	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	helde	helderheid	humuz	NA	0	0	0	class	Gekleurd door humuszuren
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	horst	horizontalestructuur	1m2	NA	0	0	0	class	<= 1m²
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	diepte_max	maximale diepte	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Schom	schommeling winter/zomer	0,70	0.7	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Secch	secchi-diepte	0,40	0.4	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	SleSo	sleutelsoorten	1	1	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Vgras	vergrassing	15	15	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413413921	ANTKAL0306_3130a_23	Vzuur	verzuring	50	50	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Helo	bedekking helofyten	10	10	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	boom	boom	m2xho	NA	0	0	0	class	>= 2x hoogte van bomen
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Seccd	diepte van secchibepaling	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	diept	diepteklasse	0-2m	NA	0	0	0	class	0 - < 2m
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Eutro	eutrofiëring	20	20	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	helde	helderheid	bozi	NA	0	0	0	class	Bodemzicht
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	helde	helderheid	humuz	NA	0	0	0	class	Gekleurd door humuszuren
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	horst	horizontalestructuur	1m2	NA	0	0	0	class	<= 1m²
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Invas	invasieve exoten	0	0	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	diepte_max	maximale diepte	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	peil	peil	norm	NA	0	0	0	class	Normaal
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Schom	schommeling winter/zomer	0,80	0.8	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Secch	secchi-diepte	0,55	0.55	0	0	1	m	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	SleSo	sleutelsoorten	5	5	0	0	1	%	NA
HT31xx_LSVI_StilstaandeWateren	IV2023082413423805	ANTKAL0289_3130a_23	Vgras	vergrassing	20	20	0	0	1	%	NA
