"";"recording_givid";"survey";"user_reference";"location";"date";"latitude";"longitude";"type_observed";"reliability";"suitable_mhq";"measured"
"597";"IV2023112914403467";"HT31xx_LSVI_StilstaandeWateren";"LIMHHE0002_3160_23";"LIMHHE0002";"2023-09-28";500;500;"3160";"hoog";TRUE;TRUE
"598";"IV2024011111212549";"HT31xx_LSVI_StilstaandeWateren";"VBRZOU0028_3150_23";"VBRZOU0028";"2023-08-09";500;500;"3150";"matig";TRUE;TRUE
"599";"IV2024011214271339";"HT31xx_LSVI_StilstaandeWateren";"VBRZOU0212_3150_23";"VBRZOU0212";"2023-08-09";500;500;"3150";"hoog";TRUE;TRUE
"600";"IV2024011615375072";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0211_3110_23";"ANTRAV0211";"2023-10-02";500;500;"3110";"hoog";TRUE;TRUE
"601";"IV2024011616134474";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0211_3130a_23";"ANTRAV0211";"2023-10-02";500;500;"3130_aom";"hoog";TRUE;TRUE
"602";"IV2024011616290864";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0211_3130n_23";"ANTRAV0211";"2023-10-02";500;500;"3130_na";"hoog";TRUE;TRUE
"603";"IV2024011617081713";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3110_22";"LI_HEU_001";"2022-06-27";500;500;"3110";"hoog";TRUE;TRUE
"604";"IV2024011710122457";"HT31xx_LSVI_StilstaandeWateren";"LI_HEU_001_3130n_22";"LI_HEU_001";"2022-06-27";500;500;"3130_na";"hoog";TRUE;TRUE
"605";"IV2024011713062687";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0052_3130a_23";"ANTRAV0052";"2023-09-20";500;500;"3130_aom";"hoog";TRUE;TRUE
"606";"IV2024011716321225";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0052_3130n_23";"ANTRAV0052";"2023-09-20";500;500;"3130_na";"hoog";TRUE;TRUE
"607";"IV2024050616074409";"HT2190_a_LSVI_StilstaandeWateren";"WV_CAB_031_2190a_18";"WV_CAB_031";"2018-07-19";500;500;"2190_a";"hoog";FALSE;TRUE
"608";"IV2024050616130872";"HT2190_a_LSVI_StilstaandeWateren";"WV_CAB_023_2190a_18";"WV_CAB_023";"2018-07-20";500;500;"2190_a";"hoog";TRUE;TRUE
"609";"IV2024050616240042";"HT2190_a_LSVI_StilstaandeWateren";"WV_CAB_010_2190a_18";"WV_CAB_010";"2018-08-03";500;500;"2190_a";"hoog";TRUE;TRUE
"610";"IV2024050616295201";"HT2190_a_LSVI_StilstaandeWateren";"WV_BDH_008_2190a_20";"WV_BDH_008";"2020-06-29";500;500;"2190_a";"hoog";TRUE;TRUE
"611";"IV2024050815575205";"HT2190_a_LSVI_StilstaandeWateren";"WVLKNO106_2190a_20";"WVLKNO0106";"2020-05-12";500;500;"2190_a";"hoog";FALSE;TRUE
"612";"IV2024050816070592";"HT2190_a_LSVI_StilstaandeWateren";"WVLKNO0352_2190a_20";"WVLKNO0352";"2020-05-12";500;500;"2190_a";"hoog";FALSE;TRUE
"613";"IV2024050816160732";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_149_2190a_20";"WV_ZWI_149";"2020-06-25";500;500;"2190_a";"hoog";TRUE;TRUE
"614";"IV2024050816231992";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_133_2190a_18";"WV_ZWI_133";"2018-07-10";500;500;"2190_a";"hoog";TRUE;FALSE
"615";"IV2024050817015004";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_060_2190a_20";"WV_ZWI_060";"2020-08-24";500;500;"2190_a";"hoog";TRUE;TRUE
"616";"IV2024050817072878";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_045_2190a_19";"WV_ZWI_045";"2019-06-14";500;500;"2190_a";"hoog";TRUE;TRUE
"617";"IV2024050817180034";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZWI_040_2190a_20";"WV_ZWI_040";"2020-06-22";500;500;"2190_a";"hoog";TRUE;TRUE
"618";"IV2024050817260020";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZEB_007_2190a20";"WV_ZEB_007";"2020-07-16";500;500;"2190_a";"hoog";FALSE;TRUE
"619";"IV2024050817361534";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZEB_001_2190a_20";"WV_ZEB_001";"2020-09-01";500;500;"2190_a";"hoog";TRUE;TRUE
"620";"IV2024050817434102";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_044_2190a_20";"WV_WES_044";"2020-07-02";500;500;"2190_a";"hoog";FALSE;TRUE
"621";"IV2024050817505134";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_038_2190a_20";"WV_WES_038";"2020-07-02";500;500;"2190_a";"hoog";TRUE;TRUE
"622";"IV2024051511070683";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_014_2190a_20";"WV_WES_014";"2020-07-02";500;500;"2190_a";"hoog";FALSE;TRUE
"623";"IV2024051511160256";"HT2190_a_LSVI_StilstaandeWateren";"WV_WES_009_2190a_20";"WV_WES_009";"2020-07-02";500;500;"2190_a";"hoog";FALSE;TRUE
"624";"IV2024051511300735";"HT2190_a_LSVI_StilstaandeWateren";"WV_WAD_004_2190a_18";"WV_WAD_004";"2018-07-06";500;500;"2190_a";"hoog";TRUE;TRUE
"625";"IV2024051511362894";"HT2190_a_LSVI_StilstaandeWateren";"WV_WAD_002_2190a_18";"WV_WAD_002";"2018-07-06";500;500;"2190_a";"hoog";TRUE;TRUE
"626";"IV2024051511460138";"HT2190_a_LSVI_StilstaandeWateren";"WV_TYD_007_2190a_18";"WV_TYD_007";"2018-08-31";500;500;"2190_a";"hoog";TRUE;TRUE
"627";"IV2024051511514226";"HT2190_a_LSVI_StilstaandeWateren";"WV_NOD_010_2190a_18";"WV_NOD_010";"2018-07-18";500;500;"2190_a";"hoog";FALSE;TRUE
"628";"IV2024051511574873";"HT2190_a_LSVI_StilstaandeWateren";"WV_MID_001_2190a_19";"WV_MID_001";"2019-08-17";500;500;"2190_a";"hoog";FALSE;TRUE
"629";"IV2024051512040022";"HT2190_a_LSVI_StilstaandeWateren";"WV_LEP_007_2190a_17";"WV_LEP_007";"2017-07-29";500;500;"2190_a";"hoog";TRUE;TRUE
"630";"IV2024051512100419";"HT2190_a_LSVI_StilstaandeWateren";"WV_LEP_003_2190a_18";"WV_LEP_003";"2018-08-31";500;500;"2190_a";"hoog";TRUE;TRUE
"631";"IV2024051512152620";"HT2190_a_LSVI_StilstaandeWateren";"WV_IJZ_002_2190a_18";"WV_IJZ_002";"2018-09-11";500;500;"2190_a";"hoog";TRUE;TRUE
"632";"IV2024051512200819";"HT2190_a_LSVI_StilstaandeWateren";"WV_HOS_001_2190a_18";"WV_HOS_001";"2018-07-19";500;500;"2190_a";"hoog";TRUE;TRUE
"633";"IV2024051512260928";"HT2190_a_LSVI_StilstaandeWateren";"WV_DHE_020_2190a_20";"WV_DHE_020";"2020-06-29";500;500;"2190_a";"hoog";FALSE;TRUE
"634";"IV2024051512302854";"HT2190_a_LSVI_StilstaandeWateren";"WV_DHE_005_2190a_20";"WV_DHE_005";"2020-06-29";500;500;"2190_a";"hoog";FALSE;TRUE
"635";"IV2024051512574509";"HT2190_a_LSVI_StilstaandeWateren";"WV_ZEB_004_2190a_20";"WV_ZEB_004";"2020-07-22";500;500;"2190_a";"hoog";FALSE;FALSE
"636";"IV2024093016260718";"HT31xx_LSVI_StilstaandeWateren";"ANTRAV0014_3130a_24";"ANTRAV0014";"2024-07-01";500;500;"3130_aom";"hoog";TRUE;TRUE
"637";"IV2024100111090608";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0330_3160_24";"ANTKAL0330";"2024-07-02";500;500;"3160";"hoog";TRUE;TRUE
"638";"IV2024100111155960";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0330_3130a_24";"ANTKAL0330";"2024-07-02";500;500;"3130_aom";"hoog";TRUE;TRUE
"639";"IV2024100115290046";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0217_3160_24";"ANTKAL0217";"2024-07-02";500;500;"3160";"hoog";FALSE;TRUE
"640";"IV2024100117462140";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0356_3160_24";"ANTKAL0356";"2024-07-02";500;500;"3160";"hoog";TRUE;TRUE
"641";"IV2024100117541666";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0356_3130a_24";"ANTKAL0356";"2024-07-02";500;500;"3130_aom";"hoog";TRUE;TRUE
"642";"IV2024100916453628";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0478_3160_24";"ANTKAL0478";"2024-07-03";500;500;"3160";"hoog";TRUE;TRUE
"643";"IV2024101008185882";"HT31xx_LSVI_StilstaandeWateren";"ANTBSE0132_gh_24";"ANTBSE0132";"2024-07-05";500;500;"gh";"hoog";FALSE;TRUE
"644";"IV2024101008251601";"HT31xx_LSVI_StilstaandeWateren";"ANTLIL0230_3130a_24";"ANTLIL0230";"2024-07-05";500;500;"3130_aom";"hoog";TRUE;TRUE
"645";"IV2024101008314167";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0563_3130a_24";"LIMZNH0563";"2024-07-04";500;500;"3130_aom";"hoog";TRUE;TRUE
"646";"IV2024101008380195";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0563_3140_24";"LIMZNH0563";"2024-07-04";500;500;"3140";"hoog";TRUE;TRUE
"647";"IV2024101009231913";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0379_3160_24";"LIMZNH0379";"2024-07-04";500;500;"3160";"hoog";TRUE;TRUE
"648";"IV2024101009270487";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0379_3130a_24";"LIMZNH0379";"2024-07-04";500;500;"3130_aom";"hoog";TRUE;TRUE
"649";"IV2024101009301586";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0379_3110_24";"LIMZNH0379";"2024-07-04";500;500;"3110";"hoog";TRUE;TRUE
"650";"IV2024101009350936";"HT31xx_LSVI_StilstaandeWateren";"LIMGNK0064_3150_24";"LIMGNK0064";"2024-07-04";500;500;"3150";"hoog";TRUE;TRUE
"651";"IV2024101010441028";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0004_3160_24";"ANTKAL0004";"2024-07-08";500;500;"3160";"hoog";TRUE;TRUE
"652";"IV2024101015582200";"HT31xx_LSVI_StilstaandeWateren";"ANTKAL0123_3160_24";"ANTKAL0123";"2024-07-08";500;500;"3160";"hoog";TRUE;TRUE
"653";"IV2024101016063497";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0338_3110_24";"LIMZNH0338";"2024-07-10";500;500;"3110";"hoog";TRUE;TRUE
"654";"IV2024101016162129";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0338_3110x_24";"LIMZNH0338";"2024-07-10";500;500;"3110";"hoog";FALSE;TRUE
"655";"IV2024101016224661";"HT31xx_LSVI_StilstaandeWateren";"LIMZNH0338_3160_24";"LIMZNH0338";"2024-07-10";500;500;"3160";"hoog";TRUE;TRUE
