recording_givid	survey	user_reference	location	date	latitude	longitude	type_observed	reliability	suitable_mhq	measured
IV2022062815495429	HT31xx_LSVI_StilstaandeWateren	LI_HEU_001_3130a_22	LI_HEU_001	2022-06-27	500	500	3	hoog	1	1
IV2022062815495513	HT31xx_LSVI_StilstaandeWateren	ANTOTH0395_gh_22	ANTOTH0395	2022-05-30	51.2833208	4.9995335	1	matig	0	1
IV2023011815411225	HT31xx_LSVI_StilstaandeWateren	ANTTUR0305_3130a_22	ANTTUR0305	2022-09-02	500	500	3	hoog	1	1
IV2023011816353523	HT31xx_LSVI_StilstaandeWateren	ANTMRK0177_3130a_22	ANTMRK0177	2022-09-05	500	500	3	hoog	1	1
IV2023011817014307	HT31xx_LSVI_StilstaandeWateren	ANTMRK0177_3130n_22	ANTMRK0177	2022-09-05	500	500	4	hoog	1	1
IV2023013116521794	HT31xx_LSVI_StilstaandeWateren	ANTRAV0230_3130n_22	ANTRAV0230	2022-08-31	500	500	4	hoog	1	1
IV2023013118230580	HT31xx_LSVI_StilstaandeWateren	ANTRAV0230_3130a_22	ANTRAV0230	2022-08-31	500	500	3	hoog	1	1
IV2023013118354057	HT31xx_LSVI_StilstaandeWateren	ANTTUR0079_3130a_22	ANTTUR0079	2022-09-06	500	500	3	hoog	1	1
IV2023013118450570	HT31xx_LSVI_StilstaandeWateren	ANTTUR0287_3130a_22	ANTTUR0287	2022-09-05	500	500	3	hoog	1	1
IV2023013119020620	HT31xx_LSVI_StilstaandeWateren	ANTTUR0287_3130n_22	ANTTUR0287	2022-09-05	500	500	4	hoog	1	1
IV2023021916583657	HT31xx_LSVI_StilstaandeWateren	ANTTUR0296_3130a_22	ANTTUR0296	2022-09-15	500	500	3	hoog	1	1
IV2023021917120566	HT31xx_LSVI_StilstaandeWateren	ANTTUR0296_3130n_22	ANTTUR0296	2022-09-15	500	500	4	hoog	1	1
IV2023021917223249	HT31xx_LSVI_StilstaandeWateren	ANTTUR0296_3110_22	ANTTUR0296	2022-09-15	500	500	2	hoog	1	1
IV2023021918121597	HT31xx_LSVI_StilstaandeWateren	ANTTUR0018_3130a_22	ANTTUR0018	2022-09-23	500	500	3	hoog	1	1
IV2023021918271743	HT31xx_LSVI_StilstaandeWateren	ANTTUR0018_3160_22	ANTTUR0018	2022-09-23	500	500	7	hoog	1	1
IV2023022012171902	HT31xx_LSVI_StilstaandeWateren	ANTTUR0304_3130a_22	ANTTUR0304	2022-10-11	500	500	3	hoog	1	1
IV2023022012290846	HT31xx_LSVI_StilstaandeWateren	ANTTUR0304_3130n_22	ANTTUR0304	2022-10-11	500	500	4	hoog	1	1
IV2023022014013448	HT31xx_LSVI_StilstaandeWateren	ANTTUR0301_3130a_22	ANTTUR0301	2022-10-10	500	500	3	hoog	1	1
IV2023022014152316	HT31xx_LSVI_StilstaandeWateren	ANTTUR0301_3130n_22	ANTTUR0301	2022-10-10	500	500	4	hoog	1	1
IV2023022014281696	HT31xx_LSVI_StilstaandeWateren	ANTTUR0301_3160_22	ANTTUR0301	2022-10-10	500	500	7	hoog	1	1
IV2023022016350003	HT31xx_LSVI_StilstaandeWateren	ANTTUR0277_3130a_22	ANTTUR0277	2022-10-05	500	500	3	hoog	0	1
IV2023022016531973	HT31xx_LSVI_StilstaandeWateren	ANTTUR0277_3130n_22	ANTTUR0277	2022-10-05	500	500	4	hoog	1	1
IV2023022021291831	HT31xx_LSVI_StilstaandeWateren	ANTTUR0065_3130a_22	ANTTUR0065	2022-10-05	500	500	3	hoog	1	1
IV2023022021382910	HT31xx_LSVI_StilstaandeWateren	ANTTUR0065_3130n_22	ANTTUR0065	2022-10-05	500	500	4	hoog	1	1
IV2023022217015420	HT31xx_LSVI_StilstaandeWateren	ANTTUR0046_3130a_22	ANTTUR0046	2022-07-29	500	500	3	hoog	1	1
IV2023022217143446	HT31xx_LSVI_StilstaandeWateren	ANTTUR0046_3130n_22	ANTTUR0046	2022-07-29	500	500	4	hoog	1	1
IV2023080111442513	HT31xx_LSVI_StilstaandeWateren	ANTRAV0122_3130a_23	ANTRAV0122	2023-07-10	500	500	3	hoog	1	1
IV2023080113480207	HT31xx_LSVI_StilstaandeWateren	ANTTUR0302_3130n_23	ANTTUR0302	2023-07-19	500	500	4	hoog	1	1
IV2023080114033170	HT31xx_LSVI_StilstaandeWateren	ANTTUR0273_3130a_23	ANTTUR0273	2023-07-04	500	500	3	hoog	1	1
IV2023080114160589	HT31xx_LSVI_StilstaandeWateren	ANTTUR0270_3130a_23	ANTTUR0270	2023-07-03	500	500	3	hoog	1	1
IV2023080114302616	HT31xx_LSVI_StilstaandeWateren	ANTTUR0022_3130a_23	ANTTUR0022	2023-07-15	500	500	3	hoog	1	1
IV2023080114445290	HT31xx_LSVI_StilstaandeWateren	ANTTUR0022_3160_23	ANTTUR0022	2023-06-15	500	500	7	hoog	1	1
IV2023080115000115	HT31xx_LSVI_StilstaandeWateren	ANTTUR0302_3130a_23	ANTTUR0302	2023-07-19	500	500	3	hoog	1	1
IV2023080415543240	HT31xx_LSVI_StilstaandeWateren	ANTTUR0295_3130a_23	ANTTUR0295	2023-06-30	500	500	3	hoog	1	1
IV2023080416151193	HT31xx_LSVI_StilstaandeWateren	ANTTUR0300_3130a_23	ANTTUR0300	2023-07-19	500	500	3	hoog	1	1
IV2023080416161818	HT31xx_LSVI_StilstaandeWateren	ANTRAV0293_3130a_23	ANTRAV0293	2023-07-26	500	500	3	hoog	1	1
IV2023080416235938	HT31xx_LSVI_StilstaandeWateren	ANTRAV0208_3130a_23	ANTRAV0208	2023-07-26	500	500	3	hoog	1	1
IV2023080416335934	HT31xx_LSVI_StilstaandeWateren	ANTTUR0299_3130a_23	ANTTUR0299	2023-07-18	500	500	3	hoog	1	1
IV2023080416412548	HT31xx_LSVI_StilstaandeWateren	ANTTUR0282_3130a_23	ANTTUR0282	2023-06-16	500	500	3	hoog	1	1
IV2023080814421597	HT31xx_LSVI_StilstaandeWateren	ANTOTH0306_3130a_23	ANTOTH0306	2023-07-18	500	500	3	hoog	1	1
IV2023080814544190	HT31xx_LSVI_StilstaandeWateren	ANTTUR0082_3130a_23	ANTTUR0082	2023-07-19	500	500	3	hoog	1	1
IV2023080814565876	HT31xx_LSVI_StilstaandeWateren	ANTRAV0134_3130a_23	ANTRAV0134	2023-07-26	500	500	3	hoog	1	1
IV2023080815072017	HT31xx_LSVI_StilstaandeWateren	ANTTUR0291_3130a_23	ANTTUR0291	2023-06-12	500	500	3	hoog	0	1
IV2023080815183867	HT31xx_LSVI_StilstaandeWateren	ANTTUR0257_3130a_23	ANTTUR0257	2023-06-27	500	500	3	hoog	1	1
IV2023080815234865	HT31xx_LSVI_StilstaandeWateren	ANTTUR0292_3130a_23	ANTTUR0292	2023-06-12	500	500	3	hoog	1	1
IV2023081715093855	HT31xx_LSVI_StilstaandeWateren	ANTTUR0077_3130a_23	ANTTUR0077	2023-07-12	500	500	3	NA	1	1
IV2023081715554080	HT2190_a_LSVI_StilstaandeWateren	WV_ZEB_003_2190a_19	WV_ZEB_003	2019-09-01	500	500	9	hoog	0	1
IV2023081716035635	HT2190_a_LSVI_StilstaandeWateren	WV_SBE_004_2190a_19	WV_SBE_004	2019-07-01	500	500	9	hoog	1	1
IV2023081815264900	HT2190_a_LSVI_StilstaandeWateren	WV_SBE_001_2190a_19	WV_SBE_001	2019-07-01	500	500	9	hoog	1	1
IV2023081815325618	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_008_2190a_19	WV_ZWI_008	2019-06-27	500	500	9	hoog	1	1
IV2023081815360660	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_157_2190a_19	WV_ZWI_157	2019-06-27	500	500	9	hoog	1	1
IV2023081815391030	HT2190_a_LSVI_StilstaandeWateren	WV_WES_031_2190a_19	WV_WES_031	2019-06-28	500	500	9	hoog	0	1
IV2023081815420604	HT2190_a_LSVI_StilstaandeWateren	WV_WES_018_2190a_19	WV_WES_018	2019-06-28	500	500	9	hoog	1	1
IV2023081815465340	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_129_2190a_19	WV_ZWI_129	2019-06-27	500	500	9	hoog	1	1
IV2023081815500319	HT2190_a_LSVI_StilstaandeWateren	WV_WES_012_2190a_19	WV_WES_012	2019-06-11	500	500	9	hoog	1	1
IV2023081815530780	HT2190_a_LSVI_StilstaandeWateren	WV_WES_007_2190a_19	WV_WES_007	2019-06-11	500	500	9	hoog	1	1
IV2023081815562573	HT2190_a_LSVI_StilstaandeWateren	WV_WES_006_2190a_19	WV_WES_006	2019-06-11	500	500	9	hoog	1	1
IV2023081816283203	HT2190_a_LSVI_StilstaandeWateren	WV_WES_003_2190a_19	WV_WES_003	2019-06-11	500	500	9	hoog	1	1
IV2023081816320188	HT2190_a_LSVI_StilstaandeWateren	WV_TYD_009_2190a_19	WV_TYD_009	2019-06-06	500	500	9	hoog	1	1
IV2023081816341823	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_006_2190a_19	WV_ZWI_006	2019-06-14	500	500	9	hoog	1	0
IV2023081816380078	HT2190_a_LSVI_StilstaandeWateren	WV_NOD_013_2190a_19	WV_NOD_013	2019-06-06	500	500	9	hoog	0	1
IV2023081816401613	HT2190_a_LSVI_StilstaandeWateren	WV_NOD_016_2190a_19	WV_NOD_016	2019-06-06	500	500	9	hoog	1	1
IV2023082110402271	HT2190_a_LSVI_StilstaandeWateren	WV_BRE_010_2190a_19	WV_BRE_010	2019-06-20	500	500	9	hoog	1	1
IV2023082110410535	HT2190_a_LSVI_StilstaandeWateren	WV_BDH_002_2190a_19	WV_BDH_002	2019-06-20	500	500	9	hoog	1	1
IV2023082111064698	HT2190_a_LSVI_StilstaandeWateren	WV_BDH_006_2190a_19	WV_BDH_006	2019-06-20	500	500	9	hoog	1	1
IV2023082111100001	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_039_2190a_19	WV_ZWI_039	2019-07-04	500	500	9	hoog	1	1
IV2023082111154811	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_142_2190a_19	WV_ZWI_142	2019-07-04	500	500	9	hoog	1	1
IV2023082111165074	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_013_2190a_19	WV_ZWI_013	2019-07-04	500	500	9	hoog	1	1
IV2023082111240183	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_011_2190a_19	WV_ZWI_011	2019-06-06	500	500	9	hoog	1	1
IV2023082111263515	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_043_2190a_19	WV_ZWI_043	2019-06-06	500	500	9	hoog	1	1
IV2023082111281651	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_120_2190a_19	WV_ZWI_120	2019-06-06	500	500	9	hoog	1	1
IV2023082111315025	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_158_2190a_19	WV_ZWI_158	2019-05-17	500	500	9	hoog	1	1
IV2023082111351535	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_124_2190a_19	WV_ZWI_124	2019-05-17	500	500	9	hoog	1	1
IV2023082111375865	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_012_2190a_19	WV_ZWI_012	2019-05-17	500	500	9	hoog	1	1
IV2023082111404847	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_162_2190a_19	WV_ZWI_162	2019-05-17	500	500	9	hoog	1	1
IV2023082413413921	HT31xx_LSVI_StilstaandeWateren	ANTKAL0306_3130a_23	ANTKAL0306	2023-08-10	500	500	3	hoog	1	1
IV2023082413423805	HT31xx_LSVI_StilstaandeWateren	ANTKAL0289_3130a_23	ANTKAL0289	2023-08-10	500	500	3	hoog	1	1
IV2023083109032178	HT31xx_LSVI_StilstaandeWateren	ANTKAL0344_3130a_23	ANTKAL0344	2023-08-25	500	500	3	hoog	1	1
IV2023083109223750	HT31xx_LSVI_StilstaandeWateren	ANTKAL0344_3160_23	ANTKAL0344	2023-08-25	500	500	7	hoog	1	1
IV2023112914101130	HT31xx_LSVI_StilstaandeWateren	LIMHHE0002_3130a_23	LIMHHE0002	2023-09-28	500	500	3	hoog	1	1
IV2023112914403467	HT31xx_LSVI_StilstaandeWateren	LIMHHE0002_3160_23	LIMHHE0002	2023-09-28	500	500	7	hoog	1	1
IV2024011111212549	HT31xx_LSVI_StilstaandeWateren	VBRZOU0028_3150_23	VBRZOU0028	2023-08-09	500	500	6	matig	1	1
IV2024011214271339	HT31xx_LSVI_StilstaandeWateren	VBRZOU0212_3150_23	VBRZOU0212	2023-08-09	500	500	6	hoog	1	1
IV2024011615375072	HT31xx_LSVI_StilstaandeWateren	ANTRAV0211_3110_23	ANTRAV0211	2023-10-02	500	500	2	hoog	1	1
IV2024011616134474	HT31xx_LSVI_StilstaandeWateren	ANTRAV0211_3130a_23	ANTRAV0211	2023-10-02	500	500	3	hoog	1	1
IV2024011616290864	HT31xx_LSVI_StilstaandeWateren	ANTRAV0211_3130n_23	ANTRAV0211	2023-10-02	500	500	4	hoog	1	1
IV2024011617081713	HT31xx_LSVI_StilstaandeWateren	LI_HEU_001_3110_22	LI_HEU_001	2022-06-27	500	500	2	hoog	1	1
IV2024011710122457	HT31xx_LSVI_StilstaandeWateren	LI_HEU_001_3130n_22	LI_HEU_001	2022-06-27	500	500	4	hoog	1	1
IV2024011713062687	HT31xx_LSVI_StilstaandeWateren	ANTRAV0052_3130a_23	ANTRAV0052	2023-09-20	500	500	3	hoog	1	1
IV2024011716321225	HT31xx_LSVI_StilstaandeWateren	ANTRAV0052_3130n_23	ANTRAV0052	2023-09-20	500	500	4	hoog	1	1
IV2024050616074409	HT2190_a_LSVI_StilstaandeWateren	WV_CAB_031_2190a_18	WV_CAB_031	2018-07-19	500	500	9	hoog	0	1
IV2024050616130872	HT2190_a_LSVI_StilstaandeWateren	WV_CAB_023_2190a_18	WV_CAB_023	2018-07-20	500	500	9	hoog	1	1
IV2024050616240042	HT2190_a_LSVI_StilstaandeWateren	WV_CAB_010_2190a_18	WV_CAB_010	2018-08-03	500	500	9	hoog	1	1
IV2024050616295201	HT2190_a_LSVI_StilstaandeWateren	WV_BDH_008_2190a_20	WV_BDH_008	2020-06-29	500	500	9	hoog	1	1
IV2024050815575205	HT2190_a_LSVI_StilstaandeWateren	WVLKNO106_2190a_20	WVLKNO0106	2020-05-12	500	500	9	hoog	0	1
IV2024050816070592	HT2190_a_LSVI_StilstaandeWateren	WVLKNO0352_2190a_20	WVLKNO0352	2020-05-12	500	500	9	hoog	0	1
IV2024050816160732	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_149_2190a_20	WV_ZWI_149	2020-06-25	500	500	9	hoog	1	1
IV2024050816231992	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_133_2190a_18	WV_ZWI_133	2018-07-10	500	500	9	hoog	1	0
IV2024050817015004	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_060_2190a_20	WV_ZWI_060	2020-08-24	500	500	9	hoog	1	1
IV2024050817072878	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_045_2190a_19	WV_ZWI_045	2019-06-14	500	500	9	hoog	1	1
IV2024050817180034	HT2190_a_LSVI_StilstaandeWateren	WV_ZWI_040_2190a_20	WV_ZWI_040	2020-06-22	500	500	9	hoog	1	1
IV2024050817260020	HT2190_a_LSVI_StilstaandeWateren	WV_ZEB_007_2190a20	WV_ZEB_007	2020-07-16	500	500	9	hoog	0	1
IV2024050817361534	HT2190_a_LSVI_StilstaandeWateren	WV_ZEB_001_2190a_20	WV_ZEB_001	2020-09-01	500	500	9	hoog	1	1
IV2024050817434102	HT2190_a_LSVI_StilstaandeWateren	WV_WES_044_2190a_20	WV_WES_044	2020-07-02	500	500	9	hoog	0	1
IV2024050817505134	HT2190_a_LSVI_StilstaandeWateren	WV_WES_038_2190a_20	WV_WES_038	2020-07-02	500	500	9	hoog	1	1
IV2024051511070683	HT2190_a_LSVI_StilstaandeWateren	WV_WES_014_2190a_20	WV_WES_014	2020-07-02	500	500	9	hoog	0	1
IV2024051511160256	HT2190_a_LSVI_StilstaandeWateren	WV_WES_009_2190a_20	WV_WES_009	2020-07-02	500	500	9	hoog	0	1
IV2024051511300735	HT2190_a_LSVI_StilstaandeWateren	WV_WAD_004_2190a_18	WV_WAD_004	2018-07-06	500	500	9	hoog	1	1
IV2024051511362894	HT2190_a_LSVI_StilstaandeWateren	WV_WAD_002_2190a_18	WV_WAD_002	2018-07-06	500	500	9	hoog	1	1
IV2024051511460138	HT2190_a_LSVI_StilstaandeWateren	WV_TYD_007_2190a_18	WV_TYD_007	2018-08-31	500	500	9	hoog	1	1
IV2024051511514226	HT2190_a_LSVI_StilstaandeWateren	WV_NOD_010_2190a_18	WV_NOD_010	2018-07-18	500	500	9	hoog	0	1
IV2024051511574873	HT2190_a_LSVI_StilstaandeWateren	WV_MID_001_2190a_19	WV_MID_001	2019-08-17	500	500	9	hoog	0	1
IV2024051512040022	HT2190_a_LSVI_StilstaandeWateren	WV_LEP_007_2190a_17	WV_LEP_007	2017-07-29	500	500	9	hoog	1	1
IV2024051512100419	HT2190_a_LSVI_StilstaandeWateren	WV_LEP_003_2190a_18	WV_LEP_003	2018-08-31	500	500	9	hoog	1	1
IV2024051512152620	HT2190_a_LSVI_StilstaandeWateren	WV_IJZ_002_2190a_18	WV_IJZ_002	2018-09-11	500	500	9	hoog	1	1
IV2024051512200819	HT2190_a_LSVI_StilstaandeWateren	WV_HOS_001_2190a_18	WV_HOS_001	2018-07-19	500	500	9	hoog	1	1
IV2024051512260928	HT2190_a_LSVI_StilstaandeWateren	WV_DHE_020_2190a_20	WV_DHE_020	2020-06-29	500	500	9	hoog	0	1
IV2024051512302854	HT2190_a_LSVI_StilstaandeWateren	WV_DHE_005_2190a_20	WV_DHE_005	2020-06-29	500	500	9	hoog	0	1
IV2024051512574509	HT2190_a_LSVI_StilstaandeWateren	WV_ZEB_004_2190a_20	WV_ZEB_004	2020-07-22	500	500	9	hoog	0	0
IV2024093016260718	HT31xx_LSVI_StilstaandeWateren	ANTRAV0014_3130a_24	ANTRAV0014	2024-07-01	500	500	3	hoog	1	1
IV2024100111090608	HT31xx_LSVI_StilstaandeWateren	ANTKAL0330_3160_24	ANTKAL0330	2024-07-02	500	500	7	hoog	1	1
IV2024100111155960	HT31xx_LSVI_StilstaandeWateren	ANTKAL0330_3130a_24	ANTKAL0330	2024-07-02	500	500	3	hoog	1	1
IV2024100115290046	HT31xx_LSVI_StilstaandeWateren	ANTKAL0217_3160_24	ANTKAL0217	2024-07-02	500	500	7	hoog	0	1
IV2024100117462140	HT31xx_LSVI_StilstaandeWateren	ANTKAL0356_3160_24	ANTKAL0356	2024-07-02	500	500	7	hoog	1	1
IV2024100117541666	HT31xx_LSVI_StilstaandeWateren	ANTKAL0356_3130a_24	ANTKAL0356	2024-07-02	500	500	3	hoog	1	1
IV2024100916453628	HT31xx_LSVI_StilstaandeWateren	ANTKAL0478_3160_24	ANTKAL0478	2024-07-03	500	500	7	hoog	1	1
IV2024101008185882	HT31xx_LSVI_StilstaandeWateren	ANTBSE0132_gh_24	ANTBSE0132	2024-07-05	500	500	1	hoog	0	1
IV2024101008251601	HT31xx_LSVI_StilstaandeWateren	ANTLIL0230_3130a_24	ANTLIL0230	2024-07-05	500	500	3	hoog	1	1
IV2024101008314167	HT31xx_LSVI_StilstaandeWateren	LIMZNH0563_3130a_24	LIMZNH0563	2024-07-04	500	500	3	hoog	1	1
IV2024101008380195	HT31xx_LSVI_StilstaandeWateren	LIMZNH0563_3140_24	LIMZNH0563	2024-07-04	500	500	5	hoog	1	1
IV2024101009231913	HT31xx_LSVI_StilstaandeWateren	LIMZNH0379_3160_24	LIMZNH0379	2024-07-04	500	500	7	hoog	1	1
IV2024101009270487	HT31xx_LSVI_StilstaandeWateren	LIMZNH0379_3130a_24	LIMZNH0379	2024-07-04	500	500	3	hoog	1	1
IV2024101009301586	HT31xx_LSVI_StilstaandeWateren	LIMZNH0379_3110_24	LIMZNH0379	2024-07-04	500	500	2	hoog	1	1
IV2024101009350936	HT31xx_LSVI_StilstaandeWateren	LIMGNK0064_3150_24	LIMGNK0064	2024-07-04	500	500	6	hoog	1	1
IV2024101010441028	HT31xx_LSVI_StilstaandeWateren	ANTKAL0004_3160_24	ANTKAL0004	2024-07-08	500	500	7	hoog	1	1
IV2024101015582200	HT31xx_LSVI_StilstaandeWateren	ANTKAL0123_3160_24	ANTKAL0123	2024-07-08	500	500	7	hoog	1	1
IV2024101016063497	HT31xx_LSVI_StilstaandeWateren	LIMZNH0338_3110_24	LIMZNH0338	2024-07-10	500	500	2	hoog	1	1
IV2024101016162129	HT31xx_LSVI_StilstaandeWateren	LIMZNH0338_3110x_24	LIMZNH0338	2024-07-10	500	500	2	hoog	0	1
IV2024101016224661	HT31xx_LSVI_StilstaandeWateren	LIMZNH0338_3160_24	LIMZNH0338	2024-07-10	500	500	7	hoog	1	1
IV2024101107401086	HT31xx_LSVI_StilstaandeWateren	LIMZNH0619_3130a_24	LIMZNH0619	2024-07-10	500	500	3	hoog	1	1
IV2024101108064028	HT31xx_LSVI_StilstaandeWateren	ANTARE0069_gh_24	ANTARE0069	2024-07-12	500	500	1	hoog	0	1
IV2024101108161509	HT31xx_LSVI_StilstaandeWateren	LIMDST0108_3110_24	LIMDST0108	2024-07-15	500	500	2	hoog	1	1
IV2024101108222189	HT31xx_LSVI_StilstaandeWateren	LIMDST0108_3130n_24	LIMDST0108	2024-07-15	500	500	4	hoog	1	1
IV2024101108265001	HT31xx_LSVI_StilstaandeWateren	LIMDST0108_3130a_24	LIMDST0108	2024-07-15	500	500	3	hoog	1	1
IV2024101408050323	HT31xx_LSVI_StilstaandeWateren	ANTKAL0284_3160_24	ANTKAL0284	2024-07-17	500	500	7	hoog	1	1
IV2024101409542202	HT31xx_LSVI_StilstaandeWateren	ANTKAL0019_3160_24	ANTKAL0019	2024-07-17	500	500	7	hoog	1	1
IV2024101411070526	HT31xx_LSVI_StilstaandeWateren	ANTKAL0021_3160_24	ANTKAL0021	2024-07-18	500	500	7	hoog	1	1
IV2024101411311396	HT31xx_LSVI_StilstaandeWateren	ANTKAL0001_3160_24	ANTKAL0001	2024-07-18	500	500	7	hoog	1	1
IV2024101413031672	HT31xx_LSVI_StilstaandeWateren	LIMZNH0150_3130n_24	LIMZNH0150	2024-07-22	500	500	4	hoog	1	1
IV2024101413215183	HT31xx_LSVI_StilstaandeWateren	LIMZNH0150_3130a_24	LIMZNH0150	2024-07-22	500	500	3	hoog	1	1
IV2024101413430988	HT31xx_LSVI_StilstaandeWateren	ANTKAL0387_3160_24	ANTKAL0387	2024-07-25	500	500	7	hoog	1	1
IV2024101715543169	HT31xx_LSVI_StilstaandeWateren	ANTTUR0348_3130a_24	ANTTUR0348	2024-07-26	500	500	3	hoog	1	1
IV2024101807292581	HT31xx_LSVI_StilstaandeWateren	ANTKAL0288_3160_24	ANTKAL0288	2024-07-24	500	500	7	hoog	1	1
IV2024101809401953	HT31xx_LSVI_StilstaandeWateren	ANTKAL0383_3160_24	ANTKAL0383	2024-07-24	500	500	7	hoog	1	1
IV2024101810110298	HT31xx_LSVI_StilstaandeWateren	ANTMOL0089_3130a_24	ANTMOL0089	2024-08-16	500	500	3	hoog	1	1
IV2024101810330737	HT31xx_LSVI_StilstaandeWateren	LIMBRE0073_3130n_24	LIMBRE0073	2024-08-19	500	500	4	hoog	1	1
IV2024101810420614	HT31xx_LSVI_StilstaandeWateren	LIMBRE0073_3150_24	LIMBRE0073	2024-08-19	500	500	6	hoog	1	1
IV2024101810484847	HT31xx_LSVI_StilstaandeWateren	LIMMSK0444_3130a_24	LIMMSK0444	2024-08-19	500	500	3	hoog	1	1
IV2024101810573793	HT31xx_LSVI_StilstaandeWateren	ANTKAS0463_3160_24	ANTKAS0463	2024-08-20	500	500	7	hoog	1	1
IV2024101811014113	HT31xx_LSVI_StilstaandeWateren	ANTKAS0463_3130a_24	ANTKAS0463	2024-08-20	500	500	3	hoog	1	1
IV2024101812524683	HT31xx_LSVI_StilstaandeWateren	LIMHHE0286_3130n_24	LIMHHE0286	2024-08-22	500	500	4	hoog	1	1
IV2024101812580212	HT31xx_LSVI_StilstaandeWateren	LIMZNH0043_3130n_24	LIMZNH0043	2024-08-22	500	500	4	hoog	1	1
IV2024101813485494	HT31xx_LSVI_StilstaandeWateren	LIMZNH0043_3140_24	LIMZNH0043	2024-08-22	500	500	5	hoog	1	1
IV2024101813564711	HT31xx_LSVI_StilstaandeWateren	ANTBCT0698_3160_24	ANTBCT0698	2024-08-23	500	500	7	hoog	1	1
IV2024101814082924	HT31xx_LSVI_StilstaandeWateren	ANTBCT0525_3160_24	ANTBCT0525	2024-08-23	500	500	7	hoog	1	1
IV2024101814121171	HT31xx_LSVI_StilstaandeWateren	ANTBCT0464_3160_24	ANTBCT0464	2024-08-23	500	500	7	hoog	1	1
IV2024102107481869	HT31xx_LSVI_StilstaandeWateren	ANTMEC0388_3130n_24	ANTMEC0388	2024-08-26	500	500	4	hoog	1	1
IV2024102108005683	HT31xx_LSVI_StilstaandeWateren	ANTMEC0388_3140_24	ANTMEC0388	2024-08-26	500	500	5	matig	1	1
IV2024102108121045	HT31xx_LSVI_StilstaandeWateren	ANTANT0480_3140_24	ANTANT0480	2024-08-28	500	500	5	hoog	1	1
IV2024102109520408	HT31xx_LSVI_StilstaandeWateren	ANTMOL0747_3130a_24	ANTMOL0747	2024-08-29	500	500	3	hoog	1	1
IV2024102110032069	HT31xx_LSVI_StilstaandeWateren	ANTDES0075_GH_24	ANTDES0075	2024-08-29	500	500	1	hoog	0	1
IV2024102111335446	HT31xx_LSVI_StilstaandeWateren	ANTBAA0044_3130a_24	ANTBAA0044	2024-08-30	500	500	3	hoog	1	1
IV2024102113043866	HT31xx_LSVI_StilstaandeWateren	ANTBAA0048_3130a_24	ANTBAA0048	2024-08-30	500	500	3	hoog	1	1
IV2024102113082142	HT31xx_LSVI_StilstaandeWateren	ANTBAA0048_3130n_24	ANTBAA0048	2024-08-30	500	500	4	hoog	1	1
IV2024102113110695	HT31xx_LSVI_StilstaandeWateren	ANTBAA0048_3140_24	ANTBAA0048	2024-08-30	500	500	5	hoog	1	1
IV2024102113193779	HT31xx_LSVI_StilstaandeWateren	ANTKAL0386a_3130a_24	ANTKAL0386a	2024-09-02	500	500	3	hoog	1	1
IV2024102113232608	HT31xx_LSVI_StilstaandeWateren	ANTKAL0386a_3160_24	ANTKAL0386a	2024-09-02	500	500	7	hoog	1	1
IV2024102115013502	HT31xx_LSVI_StilstaandeWateren	LIMGNK0062_3130n_24	LIMGNK0062	2024-09-03	500	500	4	hoog	1	1
IV2024102115133564	HT31xx_LSVI_StilstaandeWateren	LIMGNK0062_3130a_24	LIMGNK0062	2024-09-03	500	500	3	hoog	1	1
IV2024102115233855	HT31xx_LSVI_StilstaandeWateren	LIMGNK0182_3130n_24	LIMGNK0182	2024-09-03	500	500	4	matig	1	1
IV2024102115490522	HT31xx_LSVI_StilstaandeWateren	ANTKAS0501_3160_24	ANTKAS0501	2024-09-04	500	500	7	hoog	1	1
IV2024102115573343	HT31xx_LSVI_StilstaandeWateren	ANTKAS0501_3130n_24	ANTKAS0501	2024-09-04	500	500	4	hoog	1	1
IV2024102116015327	HT31xx_LSVI_StilstaandeWateren	ANTKAS0501_3130a_24	ANTKAS0501	2024-09-04	500	500	3	hoog	1	1
IV2024102916145910	HT31xx_LSVI_StilstaandeWateren	LIMHAS0165_3130n_24	LIMHAS0165	2024-09-05	500	500	4	hoog	1	1
IV2024102916211971	HT31xx_LSVI_StilstaandeWateren	LIMHAS0165_3130a_24	LIMHAS0165	2024-09-05	500	500	3	hoog	1	1
