"";"survey";"recording_givid";"name";"phenology_code";"species_cover_code";"species_cover";"scale"
"4499";"HT31xx_LSVI_StilstaandeWateren";"IV2023022021382910";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"4500";"HT31xx_LSVI_StilstaandeWateren";"IV2023022021382910";"Sphagnum";"-";"o";3;"Tansley Meren"
"4501";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"4502";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"4503";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"4504";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Draadwier";"-";"f";7;"Tansley Meren"
"4505";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Baldellia ranunculoides subsp. repens (Lam.) Á. et D. Löve";"-";"f";7;"Tansley Meren"
"4506";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4507";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"4508";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4509";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217015420";"Sphagnum";"-";"a";30;"Tansley Meren"
"4510";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"4511";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"4512";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"4513";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Lythrum salicaria L.";"-";"r";1;"Tansley Meren"
"4514";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Elatine hexandra (Lapierre) DC.";"-";"o";3;"Tansley Meren"
"4515";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4516";"HT31xx_LSVI_StilstaandeWateren";"IV2023022217143446";"Sphagnum";"-";"a";30;"Tansley Meren"
"4517";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4518";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Bidens";"-";"o";3;"Tansley Meren"
"4519";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"4520";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"4521";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Typha";"-";"o";3;"Tansley Meren"
"4522";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Lemna";"-";"f";7;"Tansley Meren"
"4523";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Draadwier";"-";"f";7;"Tansley Meren"
"4524";"HT31xx_LSVI_StilstaandeWateren";"IV2023080111442513";"Hypericum elodes L.";"-";"r";1;"Tansley Meren"
"4525";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Agrostis canina L.";"-";"a";30;"Tansley Meren"
"4526";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"4527";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Bidens";"-";"f";7;"Tansley Meren"
"4528";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"4529";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4530";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"4531";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"4532";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Crassula helmsii (T. Kirk) Cock.";"-";"cd";62;"Tansley Meren"
"4533";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Elatine hexandra (Lapierre) DC.";"-";"f";7;"Tansley Meren"
"4534";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Eleocharis acicularis (L.) Roem. et Schult.";"-";"o";3;"Tansley Meren"
"4535";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"4536";"HT31xx_LSVI_StilstaandeWateren";"IV2023080113480207";"Sphagnum";"-";"a";30;"Tansley Meren"
"4537";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4538";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Bidens";"-";"o";3;"Tansley Meren"
"4539";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"4540";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Juncus effusus L.";"-";"r";1;"Tansley Meren"
"4541";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"4542";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"4543";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Littorella uniflora (L.) Aschers.";"-";"o";3;"Tansley Meren"
"4544";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Potamogeton polygonifolius Pourr.";"-";"r";1;"Tansley Meren"
"4545";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"4546";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114033170";"Sphagnum";"-";"f";7;"Tansley Meren"
"4547";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4548";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"4549";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4550";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Typha";"-";"r";1;"Tansley Meren"
"4551";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Crassula helmsii (T. Kirk) Cock.";"-";"f";7;"Tansley Meren"
"4552";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"4553";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114160589";"Drepanocladus fluitans";"-";"f";7;"Tansley Meren"
"4554";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114302616";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4555";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114302616";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4556";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114302616";"Hypericum elodes L.";"-";"o";3;"Tansley Meren"
"4557";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114302616";"Sphagnum";"-";"d";87;"Tansley Meren"
"4558";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114445290";"Hydrocotyle vulgaris L.";"-";"f";7;"Tansley Meren"
"4559";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114445290";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4560";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114445290";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4561";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114445290";"Sphagnum cuspidatum Ehrh. ex Hoffm.";"-";"d";87;"Tansley Meren"
"4562";"HT31xx_LSVI_StilstaandeWateren";"IV2023080114445290";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"4563";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Agrostis canina L.";"-";"a";30;"Tansley Meren"
"4564";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"4565";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Bidens";"-";"o";3;"Tansley Meren"
"4566";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"4567";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4568";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Molinia caerulea (L.) Moench";"-";"r";1;"Tansley Meren"
"4569";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Polygonum hydropiper L.";"-";"o";3;"Tansley Meren"
"4570";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Draadwier";"-";"f";7;"Tansley Meren"
"4571";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Crassula helmsii (T. Kirk) Cock.";"-";"cd";62;"Tansley Meren"
"4572";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4573";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Littorella uniflora (L.) Aschers.";"-";"cd";62;"Tansley Meren"
"4574";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Juncus bulbosus L.";"-";"r";1;"Tansley Meren"
"4575";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Sphagnum";"-";"a";30;"Tansley Meren"
"4576";"HT31xx_LSVI_StilstaandeWateren";"IV2023080115000115";"Drepanocladus fluitans";"-";"a";30;"Tansley Meren"
"4577";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4578";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4579";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4580";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Littorella uniflora (L.) Aschers.";"-";"a";30;"Tansley Meren"
"4581";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Ranunculus ololeucos Lloyd";"-";"f";7;"Tansley Meren"
"4582";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"4583";"HT31xx_LSVI_StilstaandeWateren";"IV2023080415543240";"Sphagnum";"-";"a";30;"Tansley Meren"
"4584";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"4585";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"4586";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Lythrum salicaria L.";"-";"r";1;"Tansley Meren"
"4587";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4588";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Typha";"-";"f";7;"Tansley Meren"
"4589";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4590";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Potamogeton polygonifolius Pourr.";"-";"f";7;"Tansley Meren"
"4591";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416151193";"Sphagnum";"-";"o";3;"Tansley Meren"
"4592";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"4593";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Bidens";"-";"r";1;"Tansley Meren"
"4594";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Calamagrostis canescens (Weber) Roth";"-";"f";7;"Tansley Meren"
"4595";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Glyceria fluitans (L.) R. Brown";"-";"r";1;"Tansley Meren"
"4596";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"4597";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"4598";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4599";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Typha";"-";"r";1;"Tansley Meren"
"4600";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4601";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Pilularia globulifera L.";"-";"o";3;"Tansley Meren"
"4602";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Scirpus fluitans L.";"-";"a";30;"Tansley Meren"
"4603";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4604";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416161818";"Sphagnum";"-";"f";7;"Tansley Meren"
"4605";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Bidens";"-";"f";7;"Tansley Meren"
"4606";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"4607";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"4608";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Draadwier";"-";"f";7;"Tansley Meren"
"4609";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"4610";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4611";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416235938";"Sphagnum";"-";"f";7;"Tansley Meren"
"4612";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"4613";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Bidens";"-";"o";3;"Tansley Meren"
"4614";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"4615";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Lythrum salicaria L.";"-";"r";1;"Tansley Meren"
"4616";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4617";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Typha";"-";"r";1;"Tansley Meren"
"4618";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Lemna";"-";"f";7;"Tansley Meren"
"4619";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Draadwier";"-";"a";30;"Tansley Meren"
"4620";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Crassula helmsii (T. Kirk) Cock.";"-";"a";30;"Tansley Meren"
"4621";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4622";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Ranunculus ololeucos Lloyd";"-";"r";1;"Tansley Meren"
"4623";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Scirpus fluitans L.";"-";"r";1;"Tansley Meren"
"4624";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416335934";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4625";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"4626";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4627";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Bidens";"-";"f";7;"Tansley Meren"
"4628";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"4629";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4630";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Lythrum salicaria L.";"-";"f";7;"Tansley Meren"
"4631";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Molinia caerulea (L.) Moench";"-";"o";3;"Tansley Meren"
"4632";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Crassula helmsii (T. Kirk) Cock.";"-";"a";30;"Tansley Meren"
"4633";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4634";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Littorella uniflora (L.) Aschers.";"-";"a";30;"Tansley Meren"
"4635";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Pilularia globulifera L.";"-";"a";30;"Tansley Meren"
"4636";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Ranunculus ololeucos Lloyd";"-";"a";30;"Tansley Meren"
"4637";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4638";"HT31xx_LSVI_StilstaandeWateren";"IV2023080416412548";"Sphagnum";"-";"f";7;"Tansley Meren"
"4639";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"4640";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Bidens";"-";"o";3;"Tansley Meren"
"4641";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Calamagrostis canescens (Weber) Roth";"-";"o";3;"Tansley Meren"
"4642";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Juncus effusus L.";"-";"r";1;"Tansley Meren"
"4643";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4644";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Baldellia ranunculoides (L.) Parl.";"-";"a";30;"Tansley Meren"
"4645";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Pilularia globulifera L.";"-";"f";7;"Tansley Meren"
"4646";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Juncus bulbosus L.";"-";"a";30;"Tansley Meren"
"4647";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814421597";"Sphagnum";"-";"a";30;"Tansley Meren"
"4648";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"4649";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"4650";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Juncus effusus L.";"-";"a";30;"Tansley Meren"
"4651";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4652";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Potamogeton pusillus L.";"-";"o";3;"Tansley Meren"
"4653";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4654";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Luronium natans (L.) Rafin.";"-";"o";3;"Tansley Meren"
"4655";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Potamogeton polygonifolius Pourr.";"-";"a";30;"Tansley Meren"
"4656";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814544190";"Scirpus fluitans L.";"-";"a";30;"Tansley Meren"
"4657";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Agrostis canina L.";"-";"f";7;"Tansley Meren"
"4658";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Bidens";"-";"f";7;"Tansley Meren"
"4659";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Glyceria fluitans (L.) R. Brown";"-";"f";7;"Tansley Meren"
"4660";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4661";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Draadwier";"-";"r";1;"Tansley Meren"
"4662";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4663";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Ranunculus ololeucos Lloyd";"-";"a";30;"Tansley Meren"
"4664";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Juncus bulbosus L.";"-";"o";3;"Tansley Meren"
"4665";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Sphagnum";"-";"a";30;"Tansley Meren"
"4666";"HT31xx_LSVI_StilstaandeWateren";"IV2023080814565876";"Drepanocladus fluitans";"-";"f";7;"Tansley Meren"
"4667";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Agrostis canina L.";"-";"o";3;"Tansley Meren"
"4668";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4669";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Juncus effusus L.";"-";"o";3;"Tansley Meren"
"4670";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4671";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Deschampsia setacea (Huds.) Hack.";"-";"f";7;"Tansley Meren"
"4672";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4673";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"4674";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Ranunculus ololeucos Lloyd";"-";"o";3;"Tansley Meren"
"4675";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Sphagnum";"-";"cd";62;"Tansley Meren"
"4676";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815072017";"Drepanocladus fluitans";"-";"cd";62;"Tansley Meren"
"4677";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Agrostis stolonifera L.";"-";"f";7;"Tansley Meren"
"4678";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4679";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4680";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Draadwier";"-";"r";1;"Tansley Meren"
"4681";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4682";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Juncus bulbosus L.";"-";"f";7;"Tansley Meren"
"4683";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815183867";"Sphagnum";"-";"f";7;"Tansley Meren"
"4684";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Agrostis stolonifera L.";"-";"o";3;"Tansley Meren"
"4685";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Glyceria fluitans (L.) R. Brown";"-";"o";3;"Tansley Meren"
"4686";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Juncus effusus L.";"-";"f";7;"Tansley Meren"
"4687";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4688";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Deschampsia setacea (Huds.) Hack.";"-";"f";7;"Tansley Meren"
"4689";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Hypericum elodes L.";"-";"f";7;"Tansley Meren"
"4690";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"4691";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Ranunculus ololeucos Lloyd";"-";"o";3;"Tansley Meren"
"4692";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"4693";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Sphagnum";"-";"d";87;"Tansley Meren"
"4694";"HT31xx_LSVI_StilstaandeWateren";"IV2023080815234865";"Drepanocladus fluitans";"-";"f";7;"Tansley Meren"
"4695";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Juncus effusus L.";"-";"r";1;"Tansley Meren"
"4696";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Molinia caerulea (L.) Moench";"-";"f";7;"Tansley Meren"
"4697";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Hypericum elodes L.";"-";"a";30;"Tansley Meren"
"4698";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Littorella uniflora (L.) Aschers.";"-";"f";7;"Tansley Meren"
"4699";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Potamogeton polygonifolius Pourr.";"-";"r";1;"Tansley Meren"
"4700";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Scirpus fluitans L.";"-";"o";3;"Tansley Meren"
"4701";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Juncus bulbosus L.";"-";"d";87;"Tansley Meren"
"4702";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Sphagnum";"-";"a";30;"Tansley Meren"
"4703";"HT31xx_LSVI_StilstaandeWateren";"IV2023081715093855";"Drepanocladus fluitans";"-";"r";1;"Tansley Meren"
"4704";"HT2190_a_LSVI_StilstaandeWateren";"IV2023081715554080";"Phragmites australis (Cav.) Steud.";"-";"f";7;"Tansley Meren"
